,Unnamed: 0,Easting Coord,Northing Coord,Depth,Standard Deviation 0.5,Standard Deviation 1,Standard Deviation 2,Standard Deviation 3,Mean 0.5,Mean 1,Mean 2,Mean 3,Dz 0.5,Dz 1,Dz 2,dz 3,Dp 1,Dp 2,Dp 3,Linearity,Planarity,Sphericity,Omnivariance,Anisotropy,Change of Curvature,Eigenentropy,Scattering,Label
0,0,300496.19,5989452.874,17.87,0.0358024884863917,0.0352341458738679,0.04641672248597,0.0556297640064019,18.042727272727276,18.073958333333334,18.090555555555557,18.09491150442478,-0.1199999999999974,-0.1199999999999974,-0.1199999999999974,-0.1199999999999974,0.2038314370147418,0.2205657634476665,0.2250942420796491,0.05212386400558,0.931973198660945,0.0159029373334749,0.1257912263991435,0.9840970626665252,0.0080981295449519,0.734245642975159,0.0159029373334749,1.0
1,1,300498.046,5989451.879,18.07,0.0413087188909346,0.0356141453209081,0.0322208147712409,0.0421355340979391,18.07307692307692,18.08938775510204,18.0899,18.091482300884955,0.0800000000000018,0.0800000000000018,0.0800000000000018,0.0800000000000018,0.0179181183339096,0.0203327183553483,0.0215972084115492,0.0233074220208583,0.9715209011429532,0.0051716768361884,0.0865743389555492,0.9948283231638116,0.0026095010410641,0.7093980382226686,0.0051716768361884,0.0
2,2,300492.159,5989558.565,17.72,0.0726761183733567,0.0501800835007459,0.0310227263105404,0.0277601915259074,17.812727272727273,17.847291666666667,17.84345,17.829490022172948,-0.0100000000000015,-0.0100000000000015,-0.0100000000000015,-0.0100000000000015,0.1285947660799138,0.1234964484974625,0.1094679843299673,0.0331496995393514,0.9612857062753956,0.0055645941852529,0.0888381087919809,0.9944354058147472,0.0028212087631045,0.7104294144566975,0.0055645941852529,1.0
3,3,300449.716,5989830.886,18.17,0.0508517200878933,0.0462257474562732,0.0457571975858123,0.0501979090480661,18.127692307692307,18.170816326530613,18.161105527638192,18.14464601769912,0.1400000000000005,0.1400000000000005,0.1400000000000005,0.1600000000000001,0.0019153941539116,0.0088576514681335,0.0256604779569897,0.0373478575692151,0.9528077403970416,0.0098444020337433,0.1072844197527244,0.9901555979662569,0.004990833601899,0.7209381712756564,0.0098444020337433,0.0
4,4,300462.282,5989594.769,18.11,0.0701189465598752,0.0459658401901329,0.0307735692244833,0.0323708931041136,18.105,18.15042553191489,18.13665,18.1175,0.129999999999999,0.129999999999999,0.129999999999999,0.129999999999999,0.040014925696596,0.0263430849008727,0.0072621295475983,0.0968963214061809,0.8862095842740242,0.0168940943197948,0.1291784642201491,0.9831059056802052,0.0087990176645662,0.7361698088325561,0.0168940943197948,1.0
5,5,300473.548,5989628.452,18.28,0.0333938843974692,0.033941726772905,0.0450698097609782,0.053582069638504,18.24333333333333,18.251,18.23361809045226,18.21283813747228,0.1000000000000014,0.1000000000000014,0.1600000000000001,0.1900000000000012,0.0302287348313257,0.0466327485628426,0.0672589806199539,0.2616617748002244,0.7370606417318362,0.0012775834679393,0.056376078935081,0.9987224165320608,0.0007344055288378,0.6873084938949695,0.0012775834679393,1.0
6,6,300478.502,5989679.763,18.18,0.0418993502999223,0.0283320545320957,0.0377860685596076,0.0480828281104721,18.2,18.208695652173912,18.20432989690721,18.19807256235828,0.0500000000000007,0.0500000000000007,0.0599999999999987,0.1099999999999994,0.0290506956225726,0.0244764353847131,0.018442176253302,0.0939536515739492,0.9001403535674101,0.0059059948586406,0.0914823748050011,0.9940940051413594,0.003088986438069,0.7107327295750462,0.0059059948586406,1.0
7,7,300463.362,5989787.851,17.89,0.0354494945897213,0.0583731077815023,0.0336876777046274,0.0305143189619728,18.11833333333333,18.242093023255816,18.245685279187818,18.23435267857143,-0.1899999999999977,-0.1899999999999977,-0.1899999999999977,-0.1899999999999977,0.3528942351404112,0.3555238029148314,0.3443537852290319,0.8179861694932216,0.173129812286832,0.0088840182199463,0.0985591083784446,0.9911159817800536,0.0074599330492073,0.4703295546229696,0.0088840182199463,1.0
8,8,300495.113,5989399.312,17.86,0.0496167127268447,0.0433560019812878,0.0323358284915549,0.0307755161284429,18.062727272727276,18.11270833333333,18.107626262626265,18.08971111111111,-0.120000000000001,-0.120000000000001,-0.120000000000001,-0.120000000000001,0.2533573382243048,0.2476898396271281,0.2296264044671261,0.0523255212324385,0.9277226982208354,0.0199517805467261,0.1353955336200283,0.980048219453274,0.0101400255522505,0.7424053683277924,0.0199517805467261,1.0
9,9,300484.922,5989534.349,17.97,0.0471859635009732,0.0417983497379541,0.0340369275612672,0.0328616384325313,17.955833333333334,17.9628,17.980696517412934,17.985187637969094,0.0899999999999998,0.1099999999999994,0.1099999999999994,0.1099999999999994,0.0079250772250816,0.0108043152431491,0.0150572301354259,0.23299376507929,0.7660549630530598,0.0009512718676502,0.0509208948176669,0.9990487281323496,0.0005380626310291,0.688648495437127,0.0009512718676502,1.0
10,10,300472.77,5989741.205,17.87,0.0323865541373101,0.0436324739667468,0.0294394615154573,0.0260984847872638,17.916,17.96489361702128,17.985929648241207,17.979222222222223,0.0100000000000015,0.0100000000000015,0.0100000000000015,0.0100000000000015,0.0950853422473301,0.1160185504395485,0.1091304171022784,0.0806283086694687,0.9063080601023216,0.0130636312282096,0.1185077390542185,0.9869363687717904,0.0067601906649646,0.7281007204469935,0.0130636312282096,1.0
11,11,300432.825,5989800.295,17.82,0.0580125378298046,0.0439696865275763,0.0328211232387508,0.0252201324178737,17.913636363636364,17.96142857142857,17.9846,17.977676991150442,0.0199999999999995,0.0199999999999995,0.0199999999999995,0.0199999999999995,0.1411847390627371,0.1646916815298027,0.1577524690728751,0.2335073195835732,0.7456745905298724,0.0208180898865543,0.1408584455297519,0.9791819101134456,0.0116477169121659,0.7398561056504126,0.0208180898865543,1.0
12,12,300432.211,5989801.795,17.95,0.0275882422620778,0.0229091669855715,0.0299726623661506,0.0265162424018016,17.975,17.980408163265306,17.96964824120603,17.97,0.0199999999999995,0.0199999999999995,0.1499999999999985,0.1499999999999985,0.0310062229691539,0.0196525621395267,0.0201437021751189,0.0776112859676359,0.9197826287280072,0.0026060853043569,0.0695885801365698,0.997393914695643,0.0013538142052409,0.7016893173172022,0.0026060853043569,1.0
13,13,300481.683,5989479.138,18.02,0.0242462118253298,0.0181429508808975,0.0231359864571781,0.0256512129401669,18.043333333333333,18.05142857142857,18.05655,18.05592017738359,0.0199999999999995,0.0199999999999995,0.0199999999999995,0.0199999999999995,0.0309870350029086,0.0364059703297243,0.0359391937190594,0.2535207030554506,0.7446989119587006,0.0017803849858487,0.0628885075237083,0.9982196150141512,0.0010183755904516,0.6899128900264809,0.0017803849858487,1.0
14,14,300498.714,5989439.69,18.14,0.0428044649799784,0.0458929544190188,0.0277388666606639,0.0232693195540329,18.109,18.1314,18.13095,18.120837004405285,0.1099999999999994,0.1400000000000005,0.1400000000000005,0.1400000000000005,0.0089424266916466,0.0091104391995031,0.019118586096738,0.0778888898197656,0.8984298926793598,0.0236812175008745,0.1436478974954336,0.9763187824991254,0.012170475319479,0.7496525830711742,0.0236812175008745,1.0
15,15,300478.819,5989532.747,17.98,0.0217050941281328,0.0241219534894668,0.0286047739432554,0.0315737808311133,17.996,18.01914893617021,18.03979797979798,18.05132743362832,0.0199999999999995,0.0199999999999995,0.0199999999999995,0.0199999999999995,0.0391176201810594,0.0602323495404562,0.0714644930703798,0.4926566082559128,0.5054416149042484,0.0019017768398386,0.0654727716828739,0.9980982231601612,0.0012600847625194,0.6476091704878089,0.0019017768398386,1.0
16,16,300474.79,5989761.131,17.92,0.0239925202019512,0.0293358819814781,0.0290087060229445,0.0267034490483867,17.983846153846155,17.987708333333334,17.97205,17.959911504424777,-0.009999999999998,-0.009999999999998,0.0100000000000015,0.0200000000000031,0.0668312053603585,0.0520975382969481,0.0399558105127653,0.0360839242245328,0.9584732038840148,0.0054428718914524,0.0882329699603872,0.9945571281085476,0.0027637784863448,0.7101049477695511,0.0054428718914524,1.0
17,17,300464.517,5989791.574,18.14,0.0455521678957216,0.0315715724093237,0.0244340976020835,0.0252102467465108,18.223333333333333,18.251041666666666,18.2486,18.240665188470068,-0.0199999999999995,-0.0199999999999995,-0.0199999999999995,-0.0199999999999995,0.1113017083553131,0.1084435126249445,0.1006839002002379,0.3712937390672995,0.6139769235615234,0.014729337371177,0.1277784576556596,0.9852706626288228,0.0089625278814567,0.712132975927792,0.014729337371177,1.0
18,18,300454.564,5989748.167,17.98,0.0322865953984664,0.0306644113338083,0.0208802556168947,0.0207431516213726,17.926666666666666,17.92816326530612,17.934626865671643,17.9316592920354,0.120000000000001,0.1500000000000021,0.1500000000000021,0.1500000000000021,0.0519932858878746,0.0453404652275821,0.0482157982937678,0.256225911441876,0.7345951048891505,0.0091789836689734,0.108220181337475,0.9908210163310264,0.0052362974311181,0.7114642138143966,0.0091789836689734,1.0
19,19,300508.747,5989497.891,18.28,0.0301511344577767,0.0296794094775954,0.0230570096476914,0.0313708476344012,18.34090909090909,18.36938775510204,18.368153846153845,18.359268292682927,-0.0299999999999975,-0.0299999999999975,-0.0299999999999975,0.0,0.0899286291969474,0.0881272735641687,0.0794096877143601,0.4582536254915885,0.5384333837107205,0.003312990797691,0.0786551041070714,0.9966870092023088,0.0021442482224847,0.6622278904626883,0.003312990797691,1.0
20,20,300482.421,5989521.379,18.12,0.0367114052131928,0.0403523695151867,0.0436664767760101,0.0478396216711584,18.1725,18.187254901960785,18.18149253731343,18.174955947136564,0.0,0.0,0.0300000000000011,0.0700000000000002,0.0666233914671465,0.061277701111976,0.0549759783316403,0.2644987090309988,0.7310477052539205,0.0044535857150806,0.0853545019630788,0.9955464142849194,0.0025595983980734,0.6975756125891754,0.0044535857150806,1.0
