,Unnamed: 0,Easting Coord,Northing Coord,Depth,Standard Deviation 0.5,Standard Deviation 1,Standard Deviation 2,Standard Deviation 3,Mean 0.5,Mean 1,Mean 2,Mean 3,Dz 0.5,Dz 1,Dz 2,dz 3,Dp 1,Dp 2,Dp 3,Linearity,Planarity,Sphericity,Omnivariance,Anisotropy,Change of Curvature,Eigenentropy,Scattering,Label
0,0,299934.482,5993502.818,18.44,0.0244205576587356,0.0268953514399423,0.0558298743897193,0.0745267602251205,18.46818181818182,18.47520833333333,18.4719,18.47538802660754,0.0300000000000011,0.0300000000000011,0.0800000000000018,0.1000000000000014,0.0351301235132268,0.0307651494513265,0.0350670067273313,0.2329611345573149,0.7620421014201354,0.0049967640225495,0.0883140131143284,0.9950032359774504,0.0028197875592701,0.7018724236411978,0.0049967640225495,1.0
1,1,299932.373,5993498.724,18.63,0.0261896436764126,0.0275239536987491,0.057861014740765,0.0717855421390723,18.59230769230769,18.576122448979596,18.547969543147207,18.53349557522124,0.0899999999999998,0.1199999999999974,0.2199999999999988,0.259999999999998,0.054742896283642,0.0819141414831392,0.0963068017008481,0.0321954940685107,0.9644043506449472,0.0034001552865418,0.0754565734799513,0.9965998447134582,0.0017249123611755,0.7045162592024486,0.0034001552865418,1.0
2,2,299933.576,5993459.209,18.28,0.0308834563931546,0.0438103519590465,0.0347897850773562,0.034632936349713,18.259166666666665,18.2352,18.21585,18.21696902654867,0.0700000000000002,0.1500000000000021,0.1500000000000021,0.1500000000000021,0.0454727956384886,0.0642280036045122,0.0630569122986344,0.2646798610965686,0.7341282949822813,0.00119184392115,0.0551087843425156,0.99880815607885,0.0006863436203943,0.6866875064760611,0.00119184392115,1.0
3,3,299934.55,5993424.884,18.04,0.045979371071194,0.050542970200956,0.0475326981458632,0.0528776341085848,17.99153846153846,17.974693877551022,17.968341708542713,17.966548672566372,0.1199999999999974,0.1499999999999985,0.1699999999999981,0.1999999999999993,0.0687302782316692,0.0723719826200977,0.073505535518052,0.0146755102381109,0.9827957579166132,0.0025287318452757,0.0681987431486687,0.9974712681547242,0.0012720918314237,0.7019905838421827,0.0025287318452757,1.0
4,4,299913.471,5993631.432,19.47,0.1494752726803229,0.1172524670343488,0.0592249009805889,0.0551553639587911,19.685,19.86575,19.867552083333333,19.840762331838565,0.0999999999999978,0.0999999999999978,0.0999999999999978,0.0999999999999978,0.405757088388782,0.400180785064549,0.3718744447251083,0.5461004309474274,0.3356914336666917,0.1182081353858809,0.2399127983321208,0.8817918646141191,0.0751908632291221,0.8410271587830109,0.1182081353858809,1.0
5,5,299912.415,5993629.237,19.51,0.0576194411635512,0.0345175812396253,0.0415662072605425,0.0556862514364944,19.82,19.855,19.848041237113403,19.831820224719102,-0.25,-0.25,-0.25,0.1400000000000005,0.3450606081751176,0.3377077031764202,0.3228843884717208,0.2113533229844236,0.7825164265513229,0.0061302504642534,0.0942127659707885,0.9938697495357466,0.0034156057894399,0.706614241316638,0.0061302504642534,1.0
6,6,299940.614,5993497.669,18.35,0.0142222616792388,0.0473319524791676,0.0527147113813584,0.0425122063132473,18.3525,18.362745098039216,18.37960199004975,18.386519823788547,0.0200000000000031,0.1000000000000014,0.1300000000000025,0.1300000000000025,0.0113261756305291,0.0297795086903533,0.0365559237034176,0.2596527259756608,0.7396499489287869,0.0006973250955522,0.0460765933872914,0.9993026749044476,0.0004005210986006,0.6852362751430534,0.0006973250955522,1.0
7,7,299940.286,5993536.48,18.75,0.047152235719352,0.0330054798802813,0.0412097222270441,0.0423577790700465,18.697,18.713829787234044,18.7195,18.720669642857143,0.129999999999999,0.129999999999999,0.129999999999999,0.129999999999999,0.0362037692102603,0.0302880861272569,0.0291051640524528,0.0932908723069165,0.9010871931225328,0.0056219345705504,0.0899956487779455,0.9943780654294496,0.0029398333173,0.7099885053635832,0.0056219345705504,1.0
8,8,299957.489,5993329.885,18.2,0.0321926021993195,0.042506089878601,0.0456759957746732,0.0484462605128025,18.33818181818182,18.37022222222222,18.37630769230769,18.36973392461197,-0.0800000000000018,-0.0800000000000018,-0.0800000000000018,-0.0800000000000018,0.1705103266031074,0.1763987826270749,0.1698306443795445,0.4568069695912065,0.5323217363090913,0.0108712940997022,0.1163079730475311,0.9891287059002978,0.0069953951894111,0.685819443647207,0.0108712940997022,1.0
9,9,299966.597,5993317.114,18.18,0.1942070123254142,0.1380615547782994,0.0786487879168904,0.0600410941822435,18.21818181818182,18.361666666666668,18.402885572139304,18.397522123893804,0.2899999999999991,0.2899999999999991,0.2899999999999991,0.2899999999999991,0.2009549466602038,0.2298635453553288,0.2197586336524182,0.3496533468475691,0.6039353252985878,0.046411327853843,0.1835001402618862,0.953588672146157,0.0273529450713521,0.7776081761076673,0.046411327853843,1.0
10,10,299936.587,5993527.735,18.53,0.0256284642891102,0.0372308938353931,0.053333856781351,0.0663657798005308,18.5825,18.618163265306123,18.616683417085422,18.62275555555556,-0.009999999999998,-0.009999999999998,0.0400000000000027,0.0400000000000027,0.0886703232536092,0.0879041266161948,0.0934239619964501,0.2566913994304012,0.7387920026985583,0.0045165978710406,0.0856700193193187,0.9954834021289594,0.0025841244737003,0.6984821809888696,0.0045165978710406,1.0
