,Easting Coord,Northing Coord,Depth,Standard Deviation 0.5,Standard Deviation 1,Standard Deviation 2,Standard Deviation 3,Mean 0.5,Mean 1,Mean 2,Mean 3,Dz 0.5,Dz 1,Dz 2,dz 3,Dp 1,Dp 2,Dp 3,Linearity,Planarity,Sphericity,Omnivariance,Anisotropy,Change of Curvature,Eigenentropy,Scattering,Label
0,299794.631,5994751.832,18.24,0.11631375193367613,0.20256919880137306,0.136767263382555,0.09232068369219512,18.332,18.55969696969697,18.766502732240436,18.76705215419501,0.06999999999999673,0.06999999999999673,0.06999999999999673,0.06999999999999673,0.30169920105254283,0.5529662688495592,0.5376678635248028,0.22070057445405208,0.6742930166881483,0.10500640885779963,0.23040328206090496,0.8949935911422005,0.055726839529224775,0.8622816854461074,0.10500640885779963,1.0
1,299794.307,5994753.409,18.45,0.049193495504995806,0.06534599963099587,0.12505751292672412,0.0941894886677243,18.672,18.803255813953488,18.76517766497462,18.77270089285714,-0.17999999999999972,-0.17999999999999972,0.2799999999999976,0.2799999999999976,0.35213843445308163,0.335018118727021,0.333573755062389,0.7063587615126836,0.2865503084902009,0.007090929997115451,0.09817152425320984,0.9929090700028845,0.005451491220808015,0.5665405726525339,0.007090929997115451,1.0
2,299793.961,5994755.933,18.69,0.07336363010526578,0.04771043611502338,0.11795364688753937,0.11263280768953722,18.786,18.8182,18.77995,18.773863134657837,0.030000000000001137,0.030000000000001137,0.5,0.5,0.12875085561609012,0.09963630452693906,0.10114777163289547,0.12550110727410135,0.8626063293776514,0.01189256334824724,0.11571236189435881,0.9881074366517527,0.00630439843753183,0.7247742618565285,0.01189256334824724,1.0
3,299851.564,5994338.815,18.76,0.07403930160271747,0.07144941992656847,0.05430886878682862,0.04118625194972127,18.755,18.755686274509802,18.799455445544556,18.811799999999998,0.120000000000001,0.1700000000000017,0.1700000000000017,0.1700000000000017,0.004338668884884101,0.03943846208130709,0.05191440373346268,0.2958718568897296,0.6955961517742941,0.008531991335976265,0.10614417864176803,0.9914680086640237,0.004981718885361286,0.7060031299622407,0.008531991335976265,1.0
4,299829.532,5994557.087,18.56,0.06062177826491051,0.07912214938681406,0.05664471962934848,0.05551194247705397,18.64,18.745106382978722,18.776091370558376,18.758181818181818,-0.010000000000001563,-0.010000000000001563,-0.010000000000001563,-0.010000000000001563,0.18483671298599802,0.2158164097345434,0.1980773420946207,0.3665904369660725,0.5927979452388656,0.04061161779506181,0.17633993920732619,0.9593883822049382,0.024259918727522072,0.7657310648549777,0.04061161779506181,1.0
5,299762.488,5994670.238,18.16,0.050142653642241145,0.06784316885474691,0.047417891036276076,0.04053718705162577,18.27,18.352045454545454,18.38761658031088,18.391164383561645,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,0.19212739540671464,0.22778032967471518,0.23114885939867236,0.02012864623997304,0.9540113711301942,0.02585998262983272,0.1464399831876018,0.9741400173701672,0.012893044128421715,0.7530674608667298,0.02585998262983272,1.0
6,299790.267,5994579.997,18.26,0.03756475889861639,0.0610734663133382,0.0427063718535209,0.03394076488784992,18.36111111111111,18.42659090909091,18.471295336787566,18.48187643020595,-0.04999999999999716,-0.00999999999999801,-0.00999999999999801,-0.00999999999999801,0.16684408104629259,0.21123878104845062,0.22182929854898248,0.37247960511474953,0.6119252807064278,0.015595114178822575,0.13017793351149545,0.9844048858211775,0.00949118555134668,0.7140465986891676,0.015595114178822575,1.0
7,299790.255,5994582.771,18.42,0.04465920335658135,0.026862505521610715,0.0212164995438805,0.03185379964281928,18.47222222222222,18.493695652173912,18.492639593908628,18.478423423423422,0.020000000000003126,0.020000000000003126,0.020000000000003126,0.15000000000000213,0.07388748002995271,0.07281749307730935,0.05846146148223852,0.3845454693402487,0.6102002959917228,0.005254234668028577,0.09124242767416614,0.9947457653319715,0.003241936355521552,0.684205151392063,0.005254234668028577,1.0
8,299823.565,5994605.545,18.61,0.03830499611372843,0.046509160826834275,0.04221740216102984,0.044602840693787324,18.645454545454545,18.6896,18.70145,18.68192477876106,0.0,0.0,0.0,0.019999999999999574,0.07861780654639006,0.09099343518028036,0.07166491633688567,0.2384131898210534,0.753179960565397,0.008406849613549545,0.10490894512263621,0.9915931503864504,0.004749649563453869,0.7108594598621172,0.008406849613549545,1.0
9,299785.059,5994732.239,18.57,0.03956710193526368,0.028283487651965075,0.03125417590493896,0.026922424667694247,18.521,18.531458333333333,18.526683417085426,18.52891352549889,0.129999999999999,0.129999999999999,0.14999999999999858,0.14999999999999858,0.03839524486102164,0.04321590143081267,0.040984558545460466,0.07446434579578516,0.9197764873519868,0.005759166852228104,0.0904487068878356,0.9942408331477719,0.002982023660726106,0.7106529779807904,0.005759166852228104,1.0
10,299847.321,5994329.249,18.55,0.05182387756347664,0.06065442296708983,0.041365668494453764,0.04255797443581228,18.725,18.83860465116279,18.816443298969073,18.793504464285714,-0.10999999999999943,-0.10999999999999943,-0.10999999999999943,-0.10999999999999943,0.2887353019759758,0.26625995615177095,0.24357182680978443,0.006007950107545055,0.9501678652320601,0.04382418466039491,0.1726635108803192,0.9561758153396052,0.021505464485619373,0.78207795041043,0.04382418466039491,1.0
11,299756.699,5994710.736,18.34,0.05479760740924517,0.04890104351378995,0.03515835380304356,0.03149373717608784,18.344444444444445,18.402083333333334,18.429497487437185,18.430355555555554,0.0799999999999983,0.0799999999999983,0.0799999999999983,0.0799999999999983,0.062083363707643,0.08956492727338629,0.0905252326037953,0.36156765357745296,0.6325449949210035,0.005887351501543604,0.09455663825050091,0.9941126484984564,0.003580417791610857,0.6899420242856752,0.005887351501543604,1.0
12,299750.347,5994765.672,18.26,0.04055175020198841,0.07077148539656261,0.04934083264900839,0.03735805407916207,18.392222222222223,18.50851063829787,18.546666666666667,18.53846325167038,-0.05999999999999872,-0.05999999999999872,-0.05999999999999872,-0.05999999999999872,0.2483085107887746,0.28663735809095675,0.2784513492551924,0.4574930144823768,0.5232577407997316,0.01924924471789157,0.13995650724511385,0.9807507552821085,0.012325383657978917,0.7069352507745056,0.01924924471789157,1.0
13,299762.267,5994735.946,18.6,0.030983866769659134,0.03506769036879104,0.026571945679325686,0.029756604828490213,18.566,18.538541666666667,18.539848484848484,18.53521064301552,0.08999999999999986,0.16000000000000014,0.16000000000000014,0.16000000000000014,0.061350564239546664,0.06003275560942711,0.06469662535164389,0.08919375658741034,0.9077711917837765,0.0030350516288132103,0.07333164706604331,0.9969649483711867,0.0015858428996577544,0.7027677864206783,0.0030350516288132103,1.0
14,299765.149,5994715.943,18.33,0.022087978356535337,0.03337342447206903,0.03566782905996315,0.0380060102828409,18.388333333333335,18.41604166666667,18.42910447761194,18.438555555555556,-0.020000000000003126,-0.020000000000003126,-0.020000000000003126,-0.020000000000003126,0.08538216379383813,0.09922663971519798,0.10843617316277232,0.2591867963271138,0.736988520041567,0.003824683631319166,0.08110782913310222,0.9961753163686808,0.0021922507009342917,0.6961394463139037,0.003824683631319166,1.0
15,299784.912,5994695.747,18.4,0.02280350850198352,0.03229432178017453,0.03553756130845517,0.034071993882613553,18.419999999999998,18.444893617021275,18.464010152284263,18.473111111111113,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.04423183825565503,0.06401991554594133,0.0731304244400235,0.45670807023185883,0.5399725584963669,0.0033193712717742665,0.07870128965486539,0.9966806287282257,0.00214622204657523,0.6626351132871483,0.0033193712717742665,1.0
16,299785.58,5994694.752,18.39,0.016180796699118462,0.02269126741769377,0.03606032504526625,0.034304252465164824,18.402727272727272,18.426382978723403,18.453857868020304,18.461336302895322,0.010000000000001563,0.010000000000001563,0.010000000000001563,0.010000000000001563,0.036421830394829165,0.06403528791634018,0.07140854039607804,0.4574923587054904,0.5409982219015667,0.001509419392942895,0.0605926342283844,0.9984905806070571,0.000977592431699457,0.6556139869786218,0.001509419392942895,1.0
17,299747.956,5994793.055,18.38,0.05238744548500576,0.05490856186527716,0.039667829841502626,0.036486421425742564,18.57777777777778,18.653953488372093,18.668274111675128,18.654298440979957,-0.120000000000001,-0.120000000000001,-0.120000000000001,-0.120000000000001,0.273992666247068,0.2881612393684918,0.2742619850214396,0.3602715827548047,0.6290353183151162,0.010693098930079125,0.115019515116676,0.9893069010699209,0.006479010861940023,0.7035856562139347,0.010693098930079125,1.0
