,Easting Coord,Northing Coord,Depth,Standard Deviation 0.5,Standard Deviation 1,Standard Deviation 2,Standard Deviation 3,Mean 0.5,Mean 1,Mean 2,Mean 3,Dz 0.5,Dz 1,Dz 2,dz 3,Dp 1,Dp 2,Dp 3,Linearity,Planarity,Sphericity,Omnivariance,Anisotropy,Change of Curvature,Eigenentropy,Scattering,Label
0,300496.19,5989452.874,17.87,0.03580248848639179,0.03523414587386797,0.046416722485970015,0.0556297640064019,18.042727272727273,18.073958333333334,18.090555555555554,18.09491150442478,-0.11999999999999744,-0.11999999999999744,-0.11999999999999744,-0.11999999999999744,0.20383143701474182,0.22056576344766654,0.22509424207964912,0.052123864005580056,0.931973198660945,0.015902937333474906,0.1257912263991435,0.9840970626665251,0.008098129544951907,0.734245642975159,0.015902937333474906,1.0
1,300498.046,5989451.879,18.07,0.04130871889093466,0.03561414532090817,0.032220814771240995,0.04213553409793915,18.073076923076922,18.08938775510204,18.0899,18.091482300884955,0.08000000000000185,0.08000000000000185,0.08000000000000185,0.08000000000000185,0.01791811833390966,0.020332718355348334,0.02159720841154922,0.023307422020858323,0.9715209011429533,0.0051716768361884016,0.08657433895554921,0.9948283231638115,0.0026095010410641358,0.7093980382226686,0.0051716768361884016,1.0
2,300492.159,5989558.565,17.72,0.07267611837335672,0.05018008350074594,0.031022726310540483,0.027760191525907477,17.812727272727273,17.847291666666667,17.84345,17.829490022172948,-0.010000000000001563,-0.010000000000001563,-0.010000000000001563,-0.010000000000001563,0.12859476607991385,0.12349644849746257,0.10946798432996731,0.033149699539351415,0.9612857062753957,0.00556459418525296,0.0888381087919809,0.9944354058147471,0.002821208763104552,0.7104294144566975,0.00556459418525296,1.0
3,300449.716,5989830.886,18.17,0.05085172008789331,0.04622574745627326,0.04575719758581233,0.050197909048066126,18.127692307692307,18.170816326530613,18.161105527638192,18.144646017699117,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.16000000000000014,0.0019153941539116204,0.008857651468133556,0.02566047795698978,0.037347857569215104,0.9528077403970415,0.009844402033743316,0.10728441975272446,0.9901555979662567,0.004990833601899043,0.7209381712756564,0.009844402033743316,1.0
4,300462.282,5989594.769,18.11,0.07011894655987522,0.04596584019013294,0.030773569224483394,0.03237089310411361,18.105,18.150425531914895,18.13665,18.1175,0.129999999999999,0.129999999999999,0.129999999999999,0.129999999999999,0.040014925696596045,0.026343084900872782,0.007262129547598307,0.09689632140618099,0.8862095842740242,0.01689409431979483,0.12917846422014911,0.9831059056802053,0.008799017664566292,0.7361698088325561,0.01689409431979483,1.0
5,300473.548,5989628.452,18.28,0.03339388439746929,0.03394172677290504,0.04506980976097823,0.053582069638504065,18.243333333333332,18.251,18.23361809045226,18.212838137472282,0.10000000000000142,0.10000000000000142,0.16000000000000014,0.19000000000000128,0.03022873483132571,0.04663274856284261,0.06725898061995396,0.26166177480022446,0.7370606417318362,0.0012775834679393616,0.05637607893508104,0.9987224165320607,0.000734405528837887,0.6873084938949695,0.0012775834679393616,1.0
6,300478.502,5989679.763,18.18,0.041899350299922394,0.02833205453209572,0.037786068559607686,0.04808282811047217,18.2,18.208695652173912,18.204329896907215,18.198072562358277,0.05000000000000071,0.05000000000000071,0.05999999999999872,0.10999999999999943,0.02905069562257268,0.024476435384713113,0.018442176253302023,0.09395365157394925,0.9001403535674101,0.005905994858640677,0.09148237480500111,0.9940940051413594,0.0030889864380690105,0.7107327295750462,0.005905994858640677,1.0
7,300463.362,5989787.851,17.89,0.03544949458972138,0.058373107781502356,0.033687677704627446,0.030514318961972823,18.118333333333332,18.242093023255816,18.245685279187818,18.23435267857143,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773,0.35289423514041124,0.3555238029148314,0.3443537852290319,0.8179861694932216,0.17312981228683208,0.00888401821994638,0.09855910837844463,0.9911159817800536,0.007459933049207308,0.4703295546229696,0.00888401821994638,1.0
8,300495.113,5989399.312,17.86,0.049616712726844744,0.04335600198128785,0.03233582849155496,0.03077551612844291,18.062727272727273,18.112708333333334,18.107626262626262,18.08971111111111,-0.120000000000001,-0.120000000000001,-0.120000000000001,-0.120000000000001,0.25335733822430484,0.2476898396271281,0.22962640446712615,0.05232552123243852,0.9277226982208354,0.0199517805467261,0.13539553362002837,0.9800482194532739,0.010140025552250579,0.7424053683277924,0.0199517805467261,1.0
9,300484.922,5989534.349,17.97,0.04718596350097328,0.04179834973795415,0.034036927561267256,0.032861638432531357,17.955833333333334,17.9628,17.980696517412934,17.985187637969094,0.08999999999999986,0.10999999999999943,0.10999999999999943,0.10999999999999943,0.007925077225081623,0.010804315243149178,0.015057230135425927,0.23299376507929,0.7660549630530598,0.0009512718676502372,0.050920894817666956,0.9990487281323497,0.0005380626310291251,0.688648495437127,0.0009512718676502372,1.0
