,0,1,2,3,4,5,6
4240,Manual MBES Boulder,299741.634,5994890.508,18.82,0.942,0.957,0.149
4241,Manual MBES Boulder,299738.715,5994895.891,18.9,0.938,0.986,0.114
4242,Manual MBES Boulder,299732.124,5994898.291,18.88,1.023,0.856,0.099
4243,Manual MBES Boulder,299728.993,5994908.452,18.91,1.046,1.051,0.099
4244,Manual MBES Boulder,299729.019,5994964.105,19.02,1.078,1.174,0.114
4245,Manual MBES Boulder,299728.664,5994968.045,18.92,1.006,0.959,0.102
4246,Manual MBES Boulder,299727.845,5995001.712,19.15,1.108,1.289,0.086
4247,Manual MBES Boulder,299730.384,5995000.608,19.07,0.83,0.884,0.117
4248,Manual MBES Boulder,299759.498,5995020.306,19.27,1.353,1.133,0.127
4249,Manual MBES Boulder,299762.051,5995028.649,19.25,1.094,1.17,0.126
4250,Manual MBES Boulder,299732.615,5995129.25,19.18,1.085,0.895,0.131
4251,Manual MBES Boulder,299701.444,5995143.285,19.17,1.057,0.687,0.089
4252,Manual MBES Boulder,299706.516,5995144.151,19.2,0.854,0.773,0.098
4253,Manual MBES Boulder,299731.766,5995166.19,19.42,1.042,1.005,0.113
4254,Manual MBES Boulder,299712.023,5995181.816,19.34,0.904,1.042,0.117
4255,Manual MBES Boulder,299730.624,5995199.092,19.41,0.75,0.855,0.114
4256,Manual MBES Boulder,299702.691,5995266.147,19.44,1.142,0.882,0.109
4257,Manual MBES Boulder,299710.03,5995313.055,19.54,1.024,0.789,0.115
4258,Manual MBES Boulder,299684.253,5995325.973,19.62,1.408,0.874,0.185
4259,Manual MBES Boulder,299718.878,5995327.005,19.67,1.357,0.576,0.09
4260,Manual MBES Boulder,299689.245,5995352.502,19.41,1.735,1.097,0.307
4261,Manual MBES Boulder,299684.415,5995353.253,19.39,0.908,1.051,0.289
4262,Manual MBES Boulder,299684.368,5995351.129,19.56,2.357,2.18,0.631
4263,Manual MBES Boulder,299680.812,5995359.44,19.58,0.8,0.795,0.123
4264,Manual MBES Boulder,299704.478,5995386.511,19.79,0.747,0.897,0.101
4265,Manual MBES Boulder,299677.608,5995387.767,19.6,0.865,0.603,0.113
4266,Manual MBES Boulder,299685.292,5995416.029,19.65,1.036,1.015,0.107
4267,Manual MBES Boulder,299684.883,5995421.744,19.72,0.962,0.801,0.101
4268,Manual MBES Boulder,299689.196,5995428.909,19.68,0.916,0.775,0.175
4269,Manual MBES Boulder,299687.6,5995425.813,19.83,1.112,0.625,0.153
4270,Manual MBES Boulder,299687.997,5995436.697,19.55,1.236,1.155,0.269
4271,Manual MBES Boulder,299686.059,5995436.362,19.73,0.917,0.79,0.147
4272,Manual MBES Boulder,299690.322,5995449.295,19.72,1.023,1.145,0.272
4273,Manual MBES Boulder,299687.523,5995450.156,19.61,1.882,0.699,0.35
4274,Manual MBES Boulder,299690.519,5995457.048,19.56,1.505,1.237,0.407
4275,Manual MBES Boulder,299691.124,5995454.149,19.75,0.811,0.764,0.159
4276,Manual MBES Boulder,299679.703,5995454.272,19.71,0.671,0.511,0.147
4277,Manual MBES Boulder,299661.489,5995500.383,19.7,1.108,1.296,0.087
4278,Manual MBES Boulder,299656.828,5995502.122,19.68,0.75,0.695,0.103
4279,Manual MBES Boulder,299663.854,5995521.478,19.8,0.683,0.83,0.133
4280,Manual MBES Boulder,299669.724,5995524.222,19.79,0.669,0.779,0.193
4281,Manual MBES Boulder,299686.933,5995526.759,19.87,0.715,0.919,0.107
4282,Manual MBES Boulder,299658.298,5995557.466,19.75,1.449,0.928,0.119
4283,Manual MBES Boulder,299634.906,5995566.767,19.84,0.843,0.764,0.118
4284,Manual MBES Boulder,299676.164,5995567.362,19.9,0.623,0.6,0.106
4285,Manual MBES Boulder,299673.904,5995591.284,19.9,0.682,0.799,0.146
4286,Manual MBES Boulder,299639.275,5995615.924,19.91,0.677,1.021,0.133
4287,Manual MBES Boulder,299667.218,5995611.007,19.94,0.723,0.782,0.111
4288,Manual MBES Boulder,299670.551,5995642.012,19.92,1.126,1.103,0.27
4289,Manual MBES Boulder,299670.762,5995643.378,19.98,0.784,1.04,0.193
4290,Manual MBES Boulder,299666.854,5995686.956,20.15,0.808,0.761,0.089
4291,Manual MBES Boulder,299639.823,5995744.219,20.19,1.601,0.97,0.126
4292,Manual MBES Boulder,299610.306,5995761.425,20.18,0.709,1.017,0.105
4293,Manual MBES Boulder,299644.074,5995782.568,20.3,1.35,0.705,0.127
4294,Manual MBES Boulder,299651.389,5995827.235,20.42,1.77,1.41,0.113
4295,Manual MBES Boulder,299638.195,5995844.977,20.33,0.594,0.717,0.108
4296,Manual MBES Boulder,299605.079,5995838.165,20.24,0.746,0.889,0.081
4297,Manual MBES Boulder,300026.903,5992720.013,18.31,1.061,1.321,0.237
4298,Manual MBES Boulder,300037.262,5992666.051,18.63,0.88,1.107,0.165
4299,Manual MBES Boulder,300097.927,5992484.767,17.98,1.292,1.472,0.437
4300,Manual MBES Boulder,300097.734,5992491.212,18.26,1.08,1.337,0.271
4301,Manual MBES Boulder,300096.286,5992485.201,18.23,1.224,1.313,0.158
4302,Manual MBES Boulder,300100.03,5992483.375,18.17,0.815,1.183,0.201
4303,Manual MBES Boulder,300065.099,5992457.371,18.34,1.194,1.23,0.14
4304,Manual MBES Boulder,300105.967,5992444.051,18.4,1.143,0.758,0.143
4305,Manual MBES Boulder,300079.097,5992431.601,18.19,1.189,1.477,0.143
4306,Manual MBES Boulder,300101.837,5992417.959,18.36,0.89,1.258,0.189
4307,Manual MBES Boulder,300114.763,5992394.424,18.58,1.261,1.368,0.221
4308,Manual MBES Boulder,300115.487,5992334.905,17.86,0.818,1.297,0.221
4309,Manual MBES Boulder,300122.419,5992294.688,17.74,1.473,1.8,0.393
4310,Manual MBES Boulder,300122.127,5992280.422,17.64,2.239,1.187,0.449
4311,Manual MBES Boulder,300125.843,5992279.1,17.66,1.732,0.835,0.198
4312,Manual MBES Boulder,300095.925,5992276.77,17.8,1.42,1.344,0.254
4313,Manual MBES Boulder,300094.67,5992251.576,18.09,2.094,1.289,0.27
4314,Manual MBES Boulder,300104.864,5992234.61,17.81,1.304,0.764,0.282
4315,Manual MBES Boulder,300119.734,5992226.375,17.88,1.424,0.851,0.165
4316,Manual MBES Boulder,300111.033,5992179.696,18.21,1.133,1.306,0.156
4317,Manual MBES Boulder,300148.741,5992187.764,18.19,0.834,1.021,0.153
4318,Manual MBES Boulder,300129.625,5992053.214,18.28,0.889,0.92,0.156
4319,Manual MBES Boulder,300144.791,5992050.161,18.31,0.976,0.779,0.112
4320,Manual MBES Boulder,300123.202,5992021.371,18.36,2.783,1.32,0.232
4321,Manual MBES Boulder,300133.246,5991938.333,17.87,1.382,0.861,0.182
4322,Manual MBES Boulder,300153.755,5991914.057,16.9,1.226,0.668,0.21
4323,Manual MBES Boulder,300154.843,5991916.329,16.97,1.396,1.124,0.371
4324,Manual MBES Boulder,300151.349,5991914.834,17.21,1.449,1.37,0.337
4325,Manual MBES Boulder,300170.578,5991926.026,16.96,1.009,1.296,0.275
4326,Manual MBES Boulder,300180.681,5991860.04,16.79,1.081,1.018,0.242
4327,Manual MBES Boulder,300160.339,5991868.742,16.89,1.04,0.854,0.26
4328,Manual MBES Boulder,300207.244,5991712.274,17.97,1.334,1.158,0.124
4329,Manual MBES Boulder,300204.995,5991719.999,17.96,0.741,1.142,0.161
4330,Manual MBES Boulder,300204.572,5991689.907,18.22,1.117,1.26,0.288
4331,Manual MBES Boulder,300164.499,5991691.224,17.79,1.003,1.077,0.169
4332,Manual MBES Boulder,300199.046,5991641.632,18.05,1.326,0.91,0.168
4333,Manual MBES Boulder,300202.318,5991532.373,18.18,1.396,1.241,0.263
4334,Manual MBES Boulder,300213.766,5991518.608,18.36,1.093,0.985,0.177
4335,Manual MBES Boulder,300242.36,5991496.357,18.67,1.163,1.095,0.23
4336,Manual MBES Boulder,300241.836,5991493.938,18.73,1.166,1.075,0.203
4337,Manual MBES Boulder,300239.829,5991484.489,18.69,1.337,1.077,0.137
4338,Manual MBES Boulder,300236.951,5991452.06,18.69,1.082,0.867,0.145
4339,Manual MBES Boulder,300218.514,5991434.322,18.58,1.603,1.16,0.278
4340,Manual MBES Boulder,300226.311,5991412.811,18.61,1.433,1.216,0.248
4341,Manual MBES Boulder,300241.305,5991316.033,18.44,1.046,0.744,0.124
4342,Manual MBES Boulder,300265.334,5991237.699,18.56,2.041,1.114,0.326
4343,Manual MBES Boulder,300257.869,5991218.46,18.38,1.712,1.151,0.322
4344,Manual MBES Boulder,300263.865,5991219.92,18.29,1.232,1.195,0.347
4345,Manual MBES Boulder,300263.124,5991217.943,18.49,1.084,1.211,0.242
4346,Manual MBES Boulder,300260.657,5991218.03,18.48,1.603,0.712,0.328
4347,Manual MBES Boulder,300261.5,5991166.399,18.02,1.362,0.931,0.105
4348,Manual MBES Boulder,300237.221,5991162.809,17.79,1.453,1.183,0.217
4349,Manual MBES Boulder,300290.902,5991126.353,18.15,0.935,1.314,0.197
4350,Manual MBES Boulder,300264.053,5991008.044,17.93,1.306,0.959,0.151
4351,Manual MBES Boulder,300305.598,5991001.191,18.32,1.158,1.076,0.127
4352,Manual MBES Boulder,300326.254,5990830.477,18.16,1.004,0.966,0.107
4353,Manual MBES Boulder,300304.371,5990801.438,18.02,1.407,1.432,0.157
4354,Manual MBES Boulder,300320.171,5990798.292,18.01,1.306,1.354,0.178
4355,Manual MBES Boulder,300385.509,5990451.658,18.76,1.539,1.098,0.138
4356,Manual MBES Boulder,300354.59,5990443.064,18.7,1.374,1.001,0.105
4357,Manual MBES Boulder,300367.042,5990403.325,18.82,2.118,1.08,0.289
4358,Manual MBES Boulder,300361.464,5990384.146,18.67,1.12,1.272,0.25
4359,Manual MBES Boulder,300354.607,5990334.898,18.71,0.929,1.045,0.12
4360,Manual MBES Boulder,300391.133,5990294.748,18.56,0.838,1.104,0.106
4361,Manual MBES Boulder,300399.798,5990278.666,18.72,1.252,1.3,0.311
4362,Manual MBES Boulder,300381.89,5990252.481,18.57,0.893,0.847,0.244
4363,Manual MBES Boulder,300381.73,5990251.283,18.35,0.874,1.04,0.331
4364,Manual MBES Boulder,300387.649,5990109.282,18.52,1.236,1.29,0.167
4365,Manual MBES Boulder,300421.183,5990082.125,18.58,0.744,1.005,0.106
4366,Manual MBES Boulder,300378.667,5990090.571,18.29,1.229,1.329,0.179
4367,Manual MBES Boulder,300425.76,5990067.129,18.57,0.894,1.129,0.108
4368,Manual MBES Boulder,300399.69,5990053.001,18.14,1.633,1.071,0.23
4369,Manual MBES Boulder,300441.349,5989978.307,18.23,1.209,1.229,0.098
4370,Manual MBES Boulder,300425.102,5989957.178,17.96,1.009,0.677,0.108
4371,Manual MBES Boulder,300418.804,5989890.487,17.89,1.339,0.851,0.097
4372,Manual MBES Boulder,300444.017,5989802.237,18.07,1.66,1.036,0.114
4373,Manual MBES Boulder,300483.326,5989659.411,18.09,1.597,1.222,0.119
4374,Manual MBES Boulder,300476.951,5989609.951,18.18,1.551,1.512,0.107
4375,Manual MBES Boulder,300453.214,5989604.971,17.85,1.562,1.156,0.385
4376,Manual MBES Boulder,300484.621,5989562.825,17.88,1.1,0.968,0.157
4377,Manual MBES Boulder,300500.189,5989510.886,18.3,1.156,1.003,0.129
4378,Manual MBES Boulder,300490.124,5989491.749,18.06,1.234,1.101,0.223
4379,Manual MBES Boulder,300471.734,5989398.565,18.0,1.161,1.193,0.175
4380,Manual MBES Boulder,300498.568,5989387.394,17.95,1.027,0.995,0.115
4381,Manual MBES Boulder,300500.7,5989389.899,17.99,1.341,1.098,0.096
4382,Manual MBES Boulder,300496.832,5989390.77,18.13,1.209,1.124,0.135
4383,Manual MBES Boulder,300472.477,5989394.851,18.03,1.435,1.092,0.117
4384,Manual MBES Boulder,300478.1,5989369.656,17.98,0.617,0.893,0.157
4385,Manual MBES Boulder,300503.047,5989365.257,17.87,1.046,1.156,0.158
4386,Manual MBES Boulder,300496.363,5989341.182,17.92,1.504,1.487,0.162
4387,Manual MBES Boulder,300491.908,5989299.65,17.87,1.467,0.893,0.125
4388,Manual MBES Boulder,297351.743,5992418.272,8.87,0.777,0.874,0.108
4389,Manual MBES Boulder,297389.588,5992382.686,9.29,0.833,0.61,0.118
4390,Manual MBES Boulder,297530.304,5992411.932,9.97,0.813,0.666,0.122
4391,Manual MBES Boulder,297625.584,5992413.993,10.49,1.044,0.669,0.191
4392,Manual MBES Boulder,297672.282,5992432.821,10.66,0.903,1.127,0.112
4393,Manual MBES Boulder,297774.33,5992482.546,10.83,0.553,0.822,0.08
4394,Manual MBES Boulder,297931.518,5992503.646,11.34,0.538,1.203,0.097
4395,Manual MBES Boulder,297932.379,5992465.697,11.2,0.658,0.463,0.105
4396,Manual MBES Boulder,297991.674,5992475.221,11.4,0.801,0.678,0.123
4397,Manual MBES Boulder,298394.94,5992555.491,14.43,0.717,0.66,0.166
4398,Manual MBES Boulder,298493.31,5992553.853,14.86,0.829,0.691,0.107
4399,Manual MBES Boulder,298520.213,5992578.493,14.82,0.666,0.623,0.221
4400,Manual MBES Boulder,298539.896,5992574.474,14.97,0.96,0.628,0.168
4401,Manual MBES Boulder,298546.781,5992579.937,15.0,0.795,0.691,0.2
4402,Manual MBES Boulder,298581.846,5992579.257,15.11,3.875,0.682,0.097
4403,Manual MBES Boulder,298609.473,5992562.334,15.21,3.95,0.784,0.095
4404,Manual MBES Boulder,298664.656,5992591.987,15.38,1.021,1.11,0.251
4405,Manual MBES Boulder,298717.694,5992620.2,15.54,0.851,1.082,0.086
4406,Manual MBES Boulder,298758.04,5992583.311,15.73,0.895,0.995,0.085
4407,Manual MBES Boulder,298769.56,5992607.877,15.74,4.463,0.873,0.122
4408,Manual MBES Boulder,298851.616,5992593.327,15.94,1.137,1.332,0.22
4409,Manual MBES Boulder,298894.268,5992628.507,15.9,0.833,1.013,0.209
4410,Manual MBES Boulder,298931.321,5992596.537,16.01,0.828,1.225,0.107
4411,Manual MBES Boulder,298981.311,5992635.681,15.72,1.11,1.04,0.302
4412,Manual MBES Boulder,298989.405,5992645.33,15.95,1.221,0.892,0.139
4413,Manual MBES Boulder,299000.898,5992640.695,16.05,1.197,0.846,0.194
4414,Manual MBES Boulder,299004.989,5992630.183,16.11,0.75,0.53,0.185
4415,Manual MBES Boulder,299031.546,5992655.427,16.28,1.048,0.512,0.087
4416,Manual MBES Boulder,299028.781,5992636.343,16.26,0.861,0.602,0.144
4417,Manual MBES Boulder,299058.485,5992631.998,16.34,0.836,0.785,0.138
4418,Manual MBES Boulder,299072.141,5992648.393,16.32,1.043,0.891,0.13
4419,Manual MBES Boulder,299163.011,5992658.993,16.94,0.949,1.608,0.278
4420,Manual MBES Boulder,299185.319,5992640.626,17.08,1.525,0.699,0.113
4421,Manual MBES Boulder,299179.872,5992635.699,17.01,0.777,1.22,0.125
4422,Manual MBES Boulder,299215.525,5992684.427,17.13,1.515,0.715,0.136
4423,Manual MBES Boulder,299228.817,5992689.102,17.1,0.967,0.74,0.114
4424,Manual MBES Boulder,299234.438,5992681.52,17.13,1.521,0.791,0.168
4425,Manual MBES Boulder,299236.021,5992660.412,17.26,1.199,0.788,0.107
4426,Manual MBES Boulder,299236.85,5992658.863,17.3,1.518,0.753,0.115
4427,Manual MBES Boulder,299242.859,5992656.56,17.31,0.934,0.759,0.136
4428,Manual MBES Boulder,299244.559,5992677.561,17.12,0.832,0.716,0.165
4429,Manual MBES Boulder,299260.196,5992690.283,17.24,1.535,0.751,0.114
4430,Manual MBES Boulder,299251.02,5992673.454,17.24,0.886,0.868,0.117
4431,Manual MBES Boulder,299258.25,5992669.769,17.36,1.651,0.651,0.122
4432,Manual MBES Boulder,299271.964,5992678.336,17.18,1.805,0.853,0.127
4433,Manual MBES Boulder,299273.568,5992678.169,17.31,1.106,0.736,0.117
4434,Manual MBES Boulder,299278.097,5992679.347,17.25,1.586,0.804,0.132
4435,Manual MBES Boulder,299283.8,5992673.7,17.41,0.77,0.596,0.117
4436,Manual MBES Boulder,299297.795,5992666.142,17.43,1.244,1.185,0.117
4437,Manual MBES Boulder,299309.1,5992674.928,17.44,1.932,0.864,0.22
4438,Manual MBES Boulder,299315.603,5992690.747,17.42,0.94,0.776,0.167
4439,Manual MBES Boulder,299370.055,5992666.817,17.74,1.175,0.747,0.116
4440,Manual MBES Boulder,299384.424,5992662.528,17.6,1.082,1.667,0.289
4441,Manual MBES Boulder,299385.872,5992662.907,17.53,1.736,1.604,0.29
4442,Manual MBES Boulder,299451.92,5992710.933,17.8,1.207,0.737,0.254
4443,Manual MBES Boulder,299450.752,5992707.531,17.91,1.068,0.725,0.156
4444,Manual MBES Boulder,299519.407,5992683.405,18.08,1.226,1.116,0.164
4445,Manual MBES Boulder,299568.668,5992723.126,17.57,1.898,1.552,0.567
4446,Manual MBES Boulder,299633.334,5992727.634,17.92,1.333,1.355,0.45
4447,Manual MBES Boulder,299654.262,5992698.114,18.12,1.101,1.043,0.119
4448,Manual MBES Boulder,299662.2,5992729.887,17.86,1.206,1.044,0.191
4449,Manual MBES Boulder,299680.729,5992726.542,17.8,1.061,1.027,0.141
4450,Manual MBES Boulder,299815.974,5992736.735,18.38,1.289,1.102,0.136
4451,Manual MBES Boulder,299955.13,5992774.02,19.03,1.217,0.968,0.126
4452,Manual MBES Boulder,299984.246,5992760.076,19.0,0.976,1.26,0.173
4453,Manual MBES Boulder,299984.532,5992763.47,19.02,1.32,1.235,0.273
4454,Manual MBES Boulder,299986.933,5992755.701,18.81,1.202,0.984,0.181
4455,Manual MBES Boulder,299997.846,5992798.669,18.96,0.977,1.143,0.171
4456,Manual MBES Boulder,299998.206,5992801.198,19.01,0.823,0.984,0.182
4457,Manual MBES Boulder,300026.994,5992773.157,18.78,0.815,0.819,0.263
4458,Manual MBES Boulder,300029.731,5992741.375,18.8,1.358,0.827,0.281
4459,Manual MBES Boulder,300022.539,5992769.901,19.07,0.539,0.759,0.164
4460,Manual MBES Boulder,299981.476,5992752.02,19.14,1.226,0.755,0.16
4461,Manual MBES Boulder,299936.099,5992772.541,19.04,1.029,1.158,0.152
4462,Manual MBES Boulder,299914.011,5992737.203,19.02,1.25,0.735,0.099
4463,Manual MBES Boulder,299913.015,5992738.911,19.03,1.228,0.695,0.116
4464,Manual MBES Boulder,299882.092,5992748.893,18.82,1.074,0.835,0.084
4465,Manual MBES Boulder,299878.365,5992768.872,18.71,1.009,0.689,0.12
4466,Manual MBES Boulder,299866.859,5992735.357,18.73,1.354,0.549,0.09
4467,Manual MBES Boulder,299857.988,5992779.542,18.62,1.043,1.093,0.096
4468,Manual MBES Boulder,299850.818,5992771.123,18.52,0.996,0.898,0.088
4469,Manual MBES Boulder,299778.381,5992720.145,18.12,1.25,1.135,0.125
4470,Manual MBES Boulder,299700.217,5992730.651,17.65,1.167,1.061,0.096
4471,Manual MBES Boulder,299680.739,5992740.347,17.66,1.47,0.827,0.199
4472,Manual MBES Boulder,299665.7,5992753.651,17.69,1.548,1.041,0.206
4473,Manual MBES Boulder,299654.596,5992707.468,17.94,1.661,0.93,0.118
4474,Manual MBES Boulder,299622.54,5992728.127,18.0,0.866,0.84,0.119
4475,Manual MBES Boulder,299596.739,5992731.5,17.89,0.489,0.888,0.079
4476,Manual MBES Boulder,299556.957,5992709.781,17.93,1.125,0.558,0.088
4477,Manual MBES Boulder,299540.645,5992701.809,17.99,0.876,0.891,0.071
4478,Manual MBES Boulder,299535.432,5992709.506,17.9,0.745,0.775,0.086
4479,Manual MBES Boulder,299536.531,5992688.017,17.9,0.902,0.544,0.092
4480,Manual MBES Boulder,299510.488,5992709.309,17.99,0.785,0.894,0.073
4481,Manual MBES Boulder,299500.838,5992707.128,17.98,0.486,0.91,0.13
4482,Manual MBES Boulder,299494.778,5992703.058,17.88,0.74,0.894,0.122
4483,Manual MBES Boulder,299485.844,5992686.931,17.97,1.902,1.382,0.129
4484,Manual MBES Boulder,299459.933,5992707.449,17.9,1.023,0.901,0.114
4485,Manual MBES Boulder,299439.829,5992677.9,17.88,0.947,0.736,0.103
4486,Manual MBES Boulder,299401.066,5992701.969,17.65,1.139,1.05,0.074
4487,Manual MBES Boulder,299410.028,5992682.795,17.69,1.986,0.949,0.136
4488,Manual MBES Boulder,299373.374,5992703.624,17.61,2.093,1.257,0.136
4489,Manual MBES Boulder,299365.939,5992709.644,17.66,0.909,0.605,0.1
4490,Manual MBES Boulder,299335.051,5992670.578,17.52,0.808,0.748,0.108
4491,Manual MBES Boulder,299325.758,5992684.418,17.35,0.703,0.822,0.165
4492,Manual MBES Boulder,299334.094,5992665.111,17.47,0.773,0.815,0.108
4493,Manual MBES Boulder,299303.119,5992691.003,17.28,1.276,0.89,0.136
4494,Manual MBES Boulder,299304.251,5992650.076,17.51,0.785,0.921,0.155
4495,Manual MBES Boulder,299279.03,5992690.86,17.23,1.271,0.81,0.098
4496,Manual MBES Boulder,299276.158,5992662.774,17.37,0.979,0.609,0.112
4497,Manual MBES Boulder,299246.574,5992670.982,17.28,0.957,0.738,0.119
4498,Manual MBES Boulder,299200.883,5992653.179,17.05,0.936,0.896,0.115
4499,Manual MBES Boulder,299142.211,5992677.575,16.78,0.928,1.016,0.089
4500,Manual MBES Boulder,299124.679,5992642.239,16.69,0.981,0.606,0.105
4501,Manual MBES Boulder,299070.324,5992651.542,16.32,1.237,1.27,0.107
4502,Manual MBES Boulder,299064.282,5992662.355,16.37,1.151,0.368,0.105
4503,Manual MBES Boulder,299049.4,5992615.557,16.31,1.559,1.358,0.125
4504,Manual MBES Boulder,299047.28,5992614.911,16.3,1.115,1.089,0.149
4505,Manual MBES Boulder,299014.387,5992617.868,16.11,1.432,0.994,0.094
4506,Manual MBES Boulder,298891.933,5992619.685,16.07,0.559,0.763,0.029
4507,Manual MBES Boulder,298853.24,5992619.674,15.93,0.818,0.753,0.161
4508,Manual MBES Boulder,298851.524,5992622.196,15.93,0.699,0.705,0.134
4509,Manual MBES Boulder,298830.433,5992600.446,16.01,0.962,0.824,0.096
4510,Manual MBES Boulder,298819.796,5992597.528,15.96,1.073,0.904,0.097
4511,Manual MBES Boulder,298808.084,5992596.526,15.93,1.408,1.264,0.107
4512,Manual MBES Boulder,298768.807,5992581.353,15.83,1.174,0.681,0.135
4513,Manual MBES Boulder,298701.353,5992587.731,15.24,1.309,1.071,0.083
4514,Manual MBES Boulder,298646.884,5992565.887,15.33,1.685,1.122,0.103
4515,Manual MBES Boulder,298628.915,5992557.534,15.26,1.177,0.739,0.089
4516,Manual MBES Boulder,298582.8,5992562.17,15.23,0.845,1.176,0.088
4517,Manual MBES Boulder,298557.681,5992571.731,15.12,0.845,0.989,0.078
4518,Manual MBES Boulder,298496.116,5992541.564,14.84,0.832,1.062,0.132
4519,Manual MBES Boulder,298468.631,5992542.898,14.79,0.956,0.855,0.068
4520,Manual MBES Boulder,298370.876,5992522.122,14.45,1.246,1.094,0.079
4521,Manual MBES Boulder,298330.459,5992560.189,14.29,1.135,1.153,0.124
4522,Manual MBES Boulder,298150.36,5992483.321,12.74,0.921,0.376,0.072
4523,Manual MBES Boulder,298057.246,5992522.133,11.85,0.902,0.663,0.086
4524,Manual MBES Boulder,298006.919,5992467.378,11.42,0.751,0.848,0.107
4525,Manual MBES Boulder,297992.672,5992511.505,11.61,0.924,0.724,0.113
4526,Manual MBES Boulder,297992.782,5992465.83,11.34,0.874,0.751,0.068
4527,Manual MBES Boulder,297978.15,5992468.856,11.3,1.301,0.972,0.084
4528,Manual MBES Boulder,297974.774,5992459.231,11.31,1.059,1.108,0.114
4529,Manual MBES Boulder,297945.267,5992456.085,11.18,1.114,0.896,0.097
4530,Manual MBES Boulder,297848.943,5992444.321,10.88,0.705,0.89,0.09
4531,Manual MBES Boulder,297728.573,5992427.852,10.74,0.83,0.618,0.079
4532,Manual MBES Boulder,297719.075,5992434.137,10.73,0.93,0.925,0.049
4533,Manual MBES Boulder,297629.517,5992456.568,10.33,0.853,0.671,0.083
4534,Manual MBES Boulder,297570.48,5992455.853,10.01,1.285,0.839,0.08
4535,Manual MBES Boulder,297558.576,5992415.462,10.09,0.761,0.696,0.07
4536,Manual MBES Boulder,297554.441,5992420.634,10.03,0.76,0.608,0.108
4537,Manual MBES Boulder,297555.483,5992405.646,10.14,1.266,0.801,0.079
4538,Manual MBES Boulder,297539.912,5992458.324,9.9,0.899,1.313,0.075
4539,Manual MBES Boulder,297460.779,5992399.219,9.63,0.71,1.076,0.045
4540,Manual MBES Boulder,297424.893,5992430.553,9.27,1.041,0.505,0.088
4541,Manual MBES Boulder,297399.604,5992381.939,9.36,0.91,0.846,0.086
4542,Manual MBES Boulder,297357.394,5992375.985,9.12,0.793,0.753,0.062
4543,Manual MBES Boulder,297354.248,5992421.537,8.97,0.741,0.816,0.112
4544,Manual MBES Boulder,297340.313,5992421.283,8.91,1.223,0.594,0.065
4545,Manual MBES Boulder,300482.271,5989303.176,17.96,1.473,1.259,0.107
4546,Manual MBES Boulder,300497.239,5989318.508,17.93,1.0,0.78,0.098
4547,Manual MBES Boulder,300508.188,5989320.936,17.89,0.768,0.65,0.11
4548,Manual MBES Boulder,300485.311,5989329.617,17.91,1.144,0.926,0.098
4549,Manual MBES Boulder,300491.925,5989353.67,17.97,1.261,0.776,0.156
4550,Manual MBES Boulder,300499.74,5989361.039,17.83,1.016,0.901,0.09
4551,Manual MBES Boulder,300482.114,5989373.543,17.96,2.189,1.08,0.089
4552,Manual MBES Boulder,300504.222,5989377.323,18.0,0.944,0.727,0.091
4553,Manual MBES Boulder,300493.754,5989393.749,17.97,1.145,0.904,0.116
4554,Manual MBES Boulder,300471.876,5989405.235,18.04,0.981,0.692,0.101
4555,Manual MBES Boulder,300502.519,5989440.191,18.08,0.806,0.79,0.107
4556,Manual MBES Boulder,300494.004,5989449.451,18.09,0.855,0.637,0.136
4557,Manual MBES Boulder,300475.253,5989450.664,18.05,1.009,0.899,0.122
4558,Manual MBES Boulder,300483.989,5989485.632,18.03,0.492,0.74,0.149
4559,Manual MBES Boulder,300463.703,5989500.577,18.07,0.758,0.869,0.088
4560,Manual MBES Boulder,300503.437,5989559.1,17.93,1.213,0.897,0.061
4561,Manual MBES Boulder,300458.938,5989575.252,18.09,1.101,0.924,0.083
4562,Manual MBES Boulder,300479.91,5989581.336,18.06,0.875,0.871,0.1
4563,Manual MBES Boulder,300492.195,5989577.903,17.96,0.857,0.851,0.117
4564,Manual MBES Boulder,300481.192,5989596.081,18.15,0.651,0.735,0.149
4565,Manual MBES Boulder,300483.427,5989603.356,18.24,1.036,1.013,0.221
4566,Manual MBES Boulder,300489.788,5989621.931,18.12,1.178,1.064,0.079
4567,Manual MBES Boulder,300471.882,5989639.357,18.26,1.273,1.095,0.143
4568,Manual MBES Boulder,300474.094,5989696.119,18.22,1.062,0.935,0.12
4569,Manual MBES Boulder,300446.48,5989694.077,17.96,0.615,0.698,0.069
4570,Manual MBES Boulder,300459.424,5989704.556,18.07,1.04,0.796,0.089
4571,Manual MBES Boulder,300427.672,5989724.05,17.66,0.77,0.608,0.108
4572,Manual MBES Boulder,300452.285,5989740.567,17.85,1.037,0.83,0.09
4573,Manual MBES Boulder,300443.745,5989769.242,17.96,0.811,1.16,0.09
4574,Manual MBES Boulder,300451.708,5989775.901,18.08,0.921,0.568,0.081
4575,Manual MBES Boulder,300446.573,5989783.446,18.02,0.889,0.488,0.096
4576,Manual MBES Boulder,300437.182,5989788.837,17.98,1.732,1.089,0.114
4577,Manual MBES Boulder,300445.689,5989796.158,18.05,1.058,1.097,0.078
4578,Manual MBES Boulder,300463.675,5989801.561,18.28,1.187,0.96,0.105
4579,Manual MBES Boulder,300438.954,5989831.099,18.01,1.229,1.289,0.098
4580,Manual MBES Boulder,300417.719,5989847.43,17.76,1.238,1.006,0.148
