,0,1,2,3,4,5,6
1413,Manual MBES Boulder,299892.087,5993897.298,19.0,0.985,0.646,0.147
1414,Manual MBES Boulder,300026.642,5993004.089,19.02,1.349,0.971,0.149
1415,Manual MBES Boulder,300125.605,5992040.88,18.26,0.958,0.757,0.187
1416,Manual MBES Boulder,300034.681,5992903.914,18.59,1.649,1.046,0.255
1417,Manual MBES Boulder,299834.254,5994317.233,18.63,1.106,0.802,0.148
1418,Manual MBES Boulder,299911.4,5993707.862,19.25,1.268,0.866,0.164
1419,Manual MBES Boulder,299194.684,5992676.93,16.92,1.312,0.858,0.205
1420,Manual MBES Boulder,299193.535,5992677.152,17.05,0.89,0.661,0.146
1421,Manual MBES Boulder,299234.008,5992668.83,17.08,1.547,1.113,0.224
1422,Manual MBES Boulder,300758.619,5992911.951,20.85,1.261,0.972,0.402
1423,Manual MBES Boulder,300315.601,5990766.925,18.14,1.516,1.031,0.183
1424,Manual MBES Boulder,299883.216,5993916.285,18.86,1.182,1.02,0.232
1425,Manual MBES Boulder,302257.748,5993119.554,22.29,1.337,0.767,0.181
1426,Manual MBES Boulder,299182.684,5992668.772,16.77,1.5,0.96,0.216
1427,Manual MBES Boulder,299856.507,5994143.486,18.53,1.452,1.13,0.35
1428,Manual MBES Boulder,299859.361,5993936.257,18.92,1.514,1.225,0.28
1429,Manual MBES Boulder,300031.367,5992705.467,18.25,1.34,1.117,0.355
1430,Manual MBES Boulder,300183.713,5991729.426,17.64,0.83,0.936,0.197
1431,Manual MBES Boulder,303248.241,5993146.803,24.76,1.685,0.786,0.194
1432,Manual MBES Boulder,302807.702,5993139.202,23.99,1.594,1.337,0.192
1433,Manual MBES Boulder,299942.665,5993449.272,18.02,1.617,0.941,0.197
1434,Manual MBES Boulder,299157.97,5992668.828,16.66,1.768,1.321,0.204
1435,Manual MBES Boulder,298970.862,5992626.332,16.0,0.792,0.599,0.138
1436,Manual MBES Boulder,299229.864,5992637.028,17.14,0.877,0.528,0.18
1437,Manual MBES Boulder,300126.257,5992018.086,18.43,1.834,0.59,0.077
1438,Manual MBES Boulder,300482.421,5989521.379,18.12,1.63,0.743,0.195
1439,Manual MBES Boulder,301929.073,5993044.288,21.5,1.301,0.828,0.136
1440,Manual MBES Boulder,301808.722,5993006.848,21.91,1.973,1.025,0.201
1441,Manual MBES Boulder,299962.561,5993402.714,18.24,1.675,0.733,0.12
1442,Manual MBES Boulder,299788.423,5994706.901,18.48,1.449,0.596,0.087
1443,Manual MBES Boulder,300159.649,5992065.007,18.33,1.152,0.562,0.131
1444,Manual MBES Boulder,299724.928,5992751.444,17.73,0.847,1.086,0.145
1445,Manual MBES Boulder,299930.331,5993504.407,18.62,1.094,0.933,0.155
1446,Manual MBES Boulder,299870.682,5992768.06,18.59,1.175,0.766,0.131
1447,Manual MBES Boulder,300035.828,5992982.485,18.98,1.136,0.962,0.263
1448,Manual MBES Boulder,299741.977,5995076.882,19.08,1.338,0.673,0.114
1449,Manual MBES Boulder,303267.217,5993163.537,24.56,1.24,0.836,0.165
1450,Manual MBES Boulder,299885.72,5993910.858,18.91,1.068,0.572,0.126
1451,Manual MBES Boulder,300122.228,5992353.6,17.93,0.998,0.88,0.119
1452,Manual MBES Boulder,298675.004,5992600.758,15.16,1.329,1.133,0.152
1453,Manual MBES Boulder,303267.112,5993189.103,24.56,1.712,0.619,0.095
1454,Manual MBES Boulder,300346.137,5992853.021,19.1,0.99,0.915,0.163
1455,Manual MBES Boulder,300558.532,5992854.556,19.22,1.381,0.742,0.103
1456,Manual MBES Boulder,300105.279,5992459.805,18.31,1.777,0.682,0.158
1457,Manual MBES Boulder,299715.073,5995260.756,19.4,1.217,0.795,0.205
1458,Manual MBES Boulder,300146.483,5991973.054,17.94,0.946,0.755,0.176
1459,Manual MBES Boulder,302949.342,5993135.926,24.78,1.319,1.114,0.173
1460,Manual MBES Boulder,299820.899,5994556.206,18.49,0.936,0.781,0.238
1461,Manual MBES Boulder,299655.855,5992742.432,17.78,1.216,0.954,0.183
1462,Manual MBES Boulder,299775.926,5994738.519,18.36,1.282,0.749,0.295
1463,Manual MBES Boulder,300305.064,5990947.984,17.83,1.188,1.034,0.158
1464,Manual MBES Boulder,300149.12,5992073.302,18.2,1.413,0.883,0.188
1465,Manual MBES Boulder,300280.859,5990823.258,18.08,1.133,0.902,0.09
1466,Manual MBES Boulder,299656.678,5995624.401,19.97,1.468,0.808,0.129
1467,Manual MBES Boulder,299813.29,5994512.141,18.62,1.883,0.907,0.144
1468,Manual MBES Boulder,300463.33,5992816.697,19.43,1.198,0.915,0.117
1469,Manual MBES Boulder,299972.521,5993430.828,18.41,1.169,0.825,0.196
1470,Manual MBES Boulder,299867.19,5993992.398,19.01,1.367,0.82,0.125
1471,Manual MBES Boulder,300022.289,5992945.93,19.13,1.174,0.85,0.124
1472,Manual MBES Boulder,300266.688,5990983.448,18.02,1.332,0.765,0.138
1473,Manual MBES Boulder,300059.466,5992594.872,18.65,1.134,0.942,0.167
1474,Manual MBES Boulder,300026.154,5993009.044,19.06,1.527,0.807,0.125
1475,Manual MBES Boulder,300298.322,5990959.421,18.11,1.082,0.693,0.138
1476,Manual MBES Boulder,298971.425,5992633.234,16.01,1.109,0.815,0.164
1477,Manual MBES Boulder,300917.22,5992912.914,20.98,1.277,1.212,0.17
1478,Manual MBES Boulder,302732.864,5993156.814,23.22,1.491,0.982,0.16
1479,Manual MBES Boulder,299850.632,5994197.497,18.65,1.279,0.96,0.189
1480,Manual MBES Boulder,299819.312,5994357.127,18.62,1.454,1.257,0.27
1481,Manual MBES Boulder,302577.123,5993161.123,23.61,1.275,0.948,0.134
1482,Manual MBES Boulder,299778.72,5992744.473,18.07,1.102,0.703,0.175
1483,Manual MBES Boulder,303254.665,5993152.341,24.62,0.887,0.606,0.148
1484,Manual MBES Boulder,300528.475,5992828.652,19.25,1.347,0.959,0.38
1485,Manual MBES Boulder,303194.475,5993178.81,25.04,1.579,1.018,0.129
1486,Manual MBES Boulder,299623.309,5992733.52,17.8,1.227,1.125,0.289
1487,Manual MBES Boulder,299890.51,5993902.791,18.92,1.228,0.947,0.333
1488,Manual MBES Boulder,299008.992,5992639.375,15.99,1.49,1.084,0.146
1489,Manual MBES Boulder,299865.836,5993955.481,18.89,1.237,1.134,0.174
1490,Manual MBES Boulder,300138.785,5991994.738,18.22,1.383,1.05,0.205
1491,Manual MBES Boulder,302164.782,5993092.054,21.7,1.467,1.152,0.297
1492,Manual MBES Boulder,300156.661,5991777.434,16.99,1.349,0.898,0.414
1493,Manual MBES Boulder,301009.96,5992896.094,21.37,1.858,1.364,0.196
1494,Manual MBES Boulder,301889.495,5993054.483,21.34,1.305,1.127,0.244
1495,Manual MBES Boulder,299984.807,5993049.249,18.83,1.547,1.13,0.318
1496,Manual MBES Boulder,303302.552,5993180.291,24.82,1.015,0.879,0.13
1497,Manual MBES Boulder,303302.667,5993178.834,24.85,0.887,0.799,0.116
1498,Manual MBES Boulder,303338.077,5993192.504,25.01,1.308,0.77,0.114
1499,Manual MBES Boulder,299973.699,5993172.509,18.66,1.012,0.743,0.183
1500,Manual MBES Boulder,300346.804,5990578.492,18.42,0.605,0.686,0.143
1501,Manual MBES Boulder,300395.741,5990252.156,18.63,0.912,0.749,0.178
1502,Manual MBES Boulder,300312.538,5990931.062,17.66,1.079,0.825,0.119
1503,Manual MBES Boulder,298937.783,5992596.167,15.96,1.244,0.725,0.132
1504,Manual MBES Boulder,300141.702,5992097.894,18.23,1.661,0.796,0.135
1505,Manual MBES Boulder,300196.629,5991833.107,17.22,0.897,0.573,0.099
1506,Manual MBES Boulder,302148.979,5993083.952,21.5,1.346,1.047,0.164
1507,Manual MBES Boulder,299827.502,5994231.575,18.66,1.699,1.058,0.138
1508,Manual MBES Boulder,299879.076,5994080.364,18.79,1.194,0.788,0.145
1509,Manual MBES Boulder,298544.536,5992542.652,15.02,2.28,0.724,0.147
1510,Manual MBES Boulder,300475.398,5989559.72,17.7,0.968,0.838,0.128
1511,Manual MBES Boulder,300246.491,5991125.546,17.8,1.111,0.782,0.156
1512,Manual MBES Boulder,300148.613,5992117.162,18.25,1.504,0.537,0.095
1513,Manual MBES Boulder,300244.631,5991141.063,17.59,1.25,0.952,0.235
1514,Manual MBES Boulder,300107.106,5992419.676,18.47,1.268,0.865,0.164
1515,Manual MBES Boulder,302841.076,5993175.682,24.23,1.382,1.057,0.235
1516,Manual MBES Boulder,301884.001,5993034.216,21.62,0.849,0.77,0.117
1517,Manual MBES Boulder,299925.711,5993683.545,19.44,1.288,0.919,0.217
1518,Manual MBES Boulder,299003.329,5992648.163,15.97,1.169,0.819,0.237
1519,Manual MBES Boulder,299807.396,5994472.513,18.49,1.111,0.8,0.163
1520,Manual MBES Boulder,300057.138,5992878.838,18.57,1.027,0.807,0.105
1521,Manual MBES Boulder,301238.247,5992952.764,21.59,1.511,1.045,0.155
1522,Manual MBES Boulder,300224.832,5992817.127,18.86,1.119,1.11,0.127
1523,Manual MBES Boulder,301649.338,5993006.773,22.48,1.175,0.68,0.178
1524,Manual MBES Boulder,303201.878,5993191.801,24.91,1.224,0.898,0.147
1525,Manual MBES Boulder,299774.097,5994716.968,18.47,2.0,0.848,0.126
1526,Manual MBES Boulder,299808.383,5994458.646,18.48,1.533,0.959,0.194
1527,Manual MBES Boulder,300121.774,5992237.141,17.71,0.954,0.711,0.106
1528,Manual MBES Boulder,299660.391,5995639.961,20.08,1.887,1.012,0.14
1529,Manual MBES Boulder,299929.763,5992781.987,19.09,1.571,1.16,0.217
1530,Manual MBES Boulder,299851.043,5994265.908,18.79,2.662,0.746,0.109
1531,Manual MBES Boulder,299999.968,5992787.551,18.71,1.068,0.792,0.164
1532,Manual MBES Boulder,299638.31,5995804.45,20.3,1.474,1.388,0.19
1533,Manual MBES Boulder,300037.369,5992881.55,18.78,1.207,0.768,0.157
1534,Manual MBES Boulder,299849.504,5993957.783,19.01,1.297,0.79,0.163
1535,Manual MBES Boulder,299643.637,5995838.046,20.4,1.943,0.835,0.127
1536,Manual MBES Boulder,301461.298,5993005.57,22.7,1.659,1.001,0.211
1537,Manual MBES Boulder,300309.245,5990867.335,18.03,1.172,0.925,0.168
1538,Manual MBES Boulder,300481.294,5989578.573,17.9,1.156,1.038,0.178
1539,Manual MBES Boulder,303397.85,5993187.619,25.43,1.235,0.817,0.186
1540,Manual MBES Boulder,302414.801,5993135.286,22.83,1.217,0.777,0.23
1541,Manual MBES Boulder,299695.738,5995285.595,19.31,1.14,0.888,0.212
1542,Manual MBES Boulder,300157.642,5991802.979,17.05,1.386,0.922,0.185
1543,Manual MBES Boulder,303093.253,5993189.179,25.5,1.15,1.052,0.264
1544,Manual MBES Boulder,300247.36,5991205.125,18.23,1.106,0.815,0.153
1545,Manual MBES Boulder,300116.694,5992171.868,18.05,1.276,0.626,0.134
1546,Manual MBES Boulder,300179.032,5991786.733,17.41,1.204,1.061,0.218
1547,Manual MBES Boulder,298587.577,5992580.937,15.16,1.075,0.755,0.167
1548,Manual MBES Boulder,298586.587,5992581.674,15.17,1.118,0.468,0.106
1549,Manual MBES Boulder,299880.955,5993933.445,18.93,0.83,0.948,0.15
1550,Manual MBES Boulder,299959.473,5992782.014,18.87,1.162,0.909,0.203
1551,Manual MBES Boulder,300499.766,5989424.103,18.24,1.499,1.026,0.246
1552,Manual MBES Boulder,299760.101,5994721.855,18.43,1.234,0.81,0.179
1553,Manual MBES Boulder,299678.853,5995446.194,19.77,1.217,0.962,0.198
1554,Manual MBES Boulder,300156.42,5991796.977,17.18,2.002,0.732,0.201
1555,Manual MBES Boulder,298533.973,5992560.915,14.79,1.297,1.1,0.375
1556,Manual MBES Boulder,300261.537,5992825.995,19.07,1.589,1.413,0.357
1557,Manual MBES Boulder,298563.425,5992584.201,14.76,1.415,1.16,0.555
1558,Manual MBES Boulder,299732.316,5995124.218,19.2,1.284,0.642,0.102
1559,Manual MBES Boulder,300073.132,5992364.757,18.55,0.846,0.458,0.101
1560,Manual MBES Boulder,302683.635,5993118.488,23.5,1.416,0.938,0.15
1561,Manual MBES Boulder,300475.757,5989473.465,18.04,1.119,0.9,0.214
1562,Manual MBES Boulder,299882.309,5993948.913,18.95,0.806,0.585,0.128
1563,Manual MBES Boulder,300006.315,5992788.254,18.68,1.878,0.606,0.118
1564,Manual MBES Boulder,300280.034,5990868.342,17.95,1.151,0.69,0.208
1565,Manual MBES Boulder,299412.667,5992702.205,17.72,1.278,0.867,0.139
1566,Manual MBES Boulder,299679.749,5995443.584,19.74,1.114,0.999,0.103
1567,Manual MBES Boulder,299775.274,5994586.054,18.48,1.289,0.702,0.145
1568,Manual MBES Boulder,302531.62,5993139.151,23.36,1.371,1.067,0.154
1569,Manual MBES Boulder,302530.399,5993139.933,23.41,1.959,0.716,0.132
1570,Manual MBES Boulder,300308.019,5990601.107,18.44,1.834,0.829,0.185
1571,Manual MBES Boulder,299063.547,5992648.729,16.31,1.363,0.758,0.132
1572,Manual MBES Boulder,300032.637,5992750.761,18.77,0.902,0.577,0.113
1573,Manual MBES Boulder,300030.998,5992754.65,18.66,1.059,0.92,0.264
1574,Manual MBES Boulder,300032.232,5992746.013,18.66,2.942,1.289,0.35
1575,Manual MBES Boulder,300034.513,5992752.133,18.6,1.691,1.307,0.201
1576,Manual MBES Boulder,299856.792,5994034.084,18.88,1.17,0.797,0.092
1577,Manual MBES Boulder,298627.065,5992567.481,15.23,1.57,0.718,0.152
1578,Manual MBES Boulder,298963.105,5992626.153,16.01,1.666,0.827,0.191
1579,Manual MBES Boulder,300247.364,5991225.986,18.36,1.145,1.013,0.157
1580,Manual MBES Boulder,299526.953,5992710.644,17.77,1.079,0.888,0.185
1581,Manual MBES Boulder,302977.331,5993128.294,24.88,1.605,0.889,0.175
1582,Manual MBES Boulder,302140.678,5993080.784,21.27,1.475,0.726,0.148
1583,Manual MBES Boulder,299897.519,5993911.281,19.02,1.256,0.599,0.131
1584,Manual MBES Boulder,302332.955,5993090.3,22.07,1.17,0.826,0.124
1585,Manual MBES Boulder,299775.943,5992758.004,18.0,0.883,1.462,0.312
1586,Manual MBES Boulder,300254.955,5991373.774,18.65,1.64,0.864,0.148
1587,Manual MBES Boulder,300338.074,5990593.297,18.31,1.611,1.172,0.124
1588,Manual MBES Boulder,300120.856,5992034.89,18.27,1.253,0.914,0.184
1589,Manual MBES Boulder,298902.18,5992640.759,15.92,1.029,0.901,0.118
1590,Manual MBES Boulder,300042.5,5992801.338,18.41,1.083,0.9,0.099
1591,Manual MBES Boulder,300261.793,5991082.353,17.13,1.126,0.867,0.189
1592,Manual MBES Boulder,299663.816,5995406.675,19.71,1.137,0.962,0.127
1593,Manual MBES Boulder,299661.749,5995404.933,19.61,0.872,0.997,0.15
1594,Manual MBES Boulder,300909.734,5992899.385,21.1,1.016,0.751,0.142
1595,Manual MBES Boulder,300129.954,5992066.194,18.1,1.68,0.992,0.174
1596,Manual MBES Boulder,300129.155,5992231.999,17.6,1.097,0.771,0.202
1597,Manual MBES Boulder,300214.718,5991419.832,18.36,1.318,1.05,0.194
1598,Manual MBES Boulder,300045.134,5992913.568,18.9,1.666,0.853,0.135
1599,Manual MBES Boulder,301760.75,5993002.148,22.13,1.501,1.146,0.187
1600,Manual MBES Boulder,300033.797,5992824.021,18.68,1.154,0.577,0.222
1601,Manual MBES Boulder,298824.263,5992631.019,15.93,1.134,0.883,0.209
1602,Manual MBES Boulder,300039.963,5992750.079,18.33,1.208,1.081,0.165
1603,Manual MBES Boulder,299519.679,5992734.196,17.84,1.124,0.991,0.306
1604,Manual MBES Boulder,299857.054,5994072.703,18.76,1.145,1.045,0.305
1605,Manual MBES Boulder,298536.939,5992579.22,14.86,1.63,0.744,0.198
1606,Manual MBES Boulder,298811.006,5992573.988,16.03,1.052,0.743,0.205
1607,Manual MBES Boulder,299858.258,5994039.076,18.71,1.29,0.993,0.22
1608,Manual MBES Boulder,300088.2,5992402.497,18.14,1.478,1.122,0.418
1609,Manual MBES Boulder,300377.166,5990294.261,18.23,1.876,0.949,0.364
1610,Manual MBES Boulder,299810.46,5992752.564,18.21,1.5,0.966,0.108
1611,Manual MBES Boulder,300080.381,5992274.696,18.32,1.076,0.621,0.078
1612,Manual MBES Boulder,299966.154,5993320.773,18.35,0.842,0.738,0.165
1613,Manual MBES Boulder,300040.124,5992762.178,18.31,1.13,1.013,0.231
1614,Manual MBES Boulder,299775.261,5992747.938,18.09,1.081,0.529,0.087
1615,Manual MBES Boulder,300430.751,5992822.926,19.42,1.693,0.453,0.113
1616,Manual MBES Boulder,301363.651,5992986.57,22.34,1.08,0.562,0.118
1617,Manual MBES Boulder,299868.552,5993949.582,18.98,1.246,0.793,0.126
1618,Manual MBES Boulder,303326.715,5993190.095,25.02,1.363,0.817,0.097
1619,Manual MBES Boulder,303388.617,5993182.273,25.54,0.919,0.5,0.141
1620,Manual MBES Boulder,303259.978,5993152.448,24.72,1.151,0.669,0.142
1621,Manual MBES Boulder,299266.021,5992674.895,17.29,0.931,0.571,0.134
1622,Manual MBES Boulder,303268.71,5993180.815,24.38,1.072,0.632,0.095
1623,Manual MBES Boulder,300145.388,5991852.956,17.01,1.806,0.739,0.187
1624,Manual MBES Boulder,299658.326,5995826.155,20.37,0.95,0.562,0.13
1625,Manual MBES Boulder,302350.303,5993127.53,22.37,1.233,0.711,0.143
1626,Manual MBES Boulder,298996.798,5992632.825,16.08,1.65,1.002,0.193
1627,Manual MBES Boulder,299364.64,5992691.478,17.48,0.969,0.796,0.102
1628,Manual MBES Boulder,299016.551,5992616.685,16.22,1.612,0.775,0.146
1629,Manual MBES Boulder,300041.811,5992785.619,18.17,1.015,0.951,0.164
1630,Manual MBES Boulder,299839.591,5994229.537,18.63,0.728,0.465,0.126
1631,Manual MBES Boulder,299925.945,5993595.401,19.33,1.665,1.366,0.209
1632,Manual MBES Boulder,299924.893,5993593.728,19.42,1.185,0.603,0.115
1633,Manual MBES Boulder,300020.163,5992758.437,19.02,1.851,1.042,0.11
1634,Manual MBES Boulder,300053.526,5992871.996,18.73,0.8,0.718,0.092
1635,Manual MBES Boulder,299594.046,5992722.367,17.93,1.083,0.99,0.151
1636,Manual MBES Boulder,302393.521,5993125.251,22.33,1.099,0.725,0.191
1637,Manual MBES Boulder,299735.89,5995188.497,19.42,1.285,0.83,0.135
1638,Manual MBES Boulder,299886.255,5994102.843,19.07,1.013,0.651,0.254
1639,Manual MBES Boulder,298971.385,5992636.041,15.97,1.101,0.658,0.169
1640,Manual MBES Boulder,299795.883,5994674.194,18.53,1.194,0.894,0.152
1641,Manual MBES Boulder,299156.593,5992680.703,16.82,1.776,0.928,0.141
1642,Manual MBES Boulder,298872.211,5992627.728,15.94,1.139,0.874,0.21
1643,Manual MBES Boulder,300154.808,5991879.382,17.05,1.026,0.783,0.136
1644,Manual MBES Boulder,300027.623,5993113.384,19.16,1.469,0.797,0.147
1645,Manual MBES Boulder,300193.002,5991543.214,18.23,1.653,0.622,0.223
1646,Manual MBES Boulder,298979.206,5992650.56,15.89,1.272,0.923,0.18
1647,Manual MBES Boulder,300915.445,5992911.95,20.99,1.163,0.905,0.181
1648,Manual MBES Boulder,299940.605,5993652.351,19.61,1.287,1.121,0.222
1649,Manual MBES Boulder,300211.603,5991428.995,18.42,1.006,0.708,0.195
1650,Manual MBES Boulder,300315.722,5990796.376,18.0,1.399,0.908,0.139
1651,Manual MBES Boulder,299751.596,5994958.91,19.1,1.245,0.612,0.185
1652,Manual MBES Boulder,300486.353,5989465.742,17.92,1.141,0.963,0.191
1653,Manual MBES Boulder,299810.235,5994452.569,18.38,0.885,0.648,0.224
1654,Manual MBES Boulder,300910.803,5992884.289,21.23,1.318,0.731,0.139
1655,Manual MBES Boulder,303552.333,5993193.157,27.03,1.893,0.659,0.144
1656,Manual MBES Boulder,300022.922,5992808.776,18.61,1.109,0.98,0.287
1657,Manual MBES Boulder,300831.505,5992913.038,21.01,1.2,1.261,0.398
1658,Manual MBES Boulder,298612.726,5992572.936,15.13,0.973,0.694,0.095
1659,Manual MBES Boulder,299839.384,5994182.199,18.71,1.753,1.022,0.232
1660,Manual MBES Boulder,302650.327,5993143.794,23.55,1.226,0.799,0.128
1661,Manual MBES Boulder,299698.781,5995237.758,19.33,1.023,1.021,0.252
1662,Manual MBES Boulder,299700.327,5995237.265,19.34,0.978,0.734,0.126
1663,Manual MBES Boulder,300312.279,5990916.637,17.95,1.1,1.028,0.211
1664,Manual MBES Boulder,303482.055,5993215.193,26.35,1.134,0.582,0.124
1665,Manual MBES Boulder,299770.769,5994734.848,18.38,1.326,0.865,0.166
1666,Manual MBES Boulder,298790.503,5992613.144,15.89,1.399,1.021,0.362
1667,Manual MBES Boulder,300148.561,5991865.773,17.03,1.583,0.761,0.145
1668,Manual MBES Boulder,302573.982,5993160.046,23.54,1.06,0.937,0.228
1669,Manual MBES Boulder,299956.555,5993364.993,18.21,1.104,0.949,0.325
1670,Manual MBES Boulder,300120.595,5992158.037,17.85,1.246,1.0,0.259
1671,Manual MBES Boulder,298660.228,5992599.793,15.0,1.142,0.892,0.418
1672,Manual MBES Boulder,300245.822,5991227.906,18.22,1.634,1.187,0.259
1673,Manual MBES Boulder,299762.157,5994725.838,18.42,1.366,0.931,0.205
1674,Manual MBES Boulder,300104.017,5992434.266,18.41,1.435,1.025,0.219
1675,Manual MBES Boulder,301950.081,5993028.685,21.47,0.891,0.94,0.135
1676,Manual MBES Boulder,299027.71,5992642.356,16.18,1.265,0.668,0.122
1677,Manual MBES Boulder,300285.602,5991166.761,18.34,1.051,0.732,0.122
1678,Manual MBES Boulder,301247.307,5992957.841,21.77,1.354,1.391,0.106
1679,Manual MBES Boulder,300188.059,5991836.243,17.15,0.902,0.754,0.119
1680,Manual MBES Boulder,299932.292,5993412.034,17.9,1.424,0.724,0.174
1681,Manual MBES Boulder,299935.008,5993661.068,19.78,1.214,0.873,0.127
1682,Manual MBES Boulder,299795.592,5994761.834,18.74,1.439,0.674,0.11
1683,Manual MBES Boulder,299892.594,5993927.294,18.93,1.152,0.784,0.145
1684,Manual MBES Boulder,300041.365,5992740.507,18.35,2.429,0.774,0.125
1685,Manual MBES Boulder,299668.589,5995645.924,20.05,1.293,0.997,0.183
1686,Manual MBES Boulder,300137.325,5992016.837,18.2,0.987,0.637,0.156
1687,Manual MBES Boulder,300942.456,5992933.81,21.26,1.291,0.632,0.137
1688,Manual MBES Boulder,302348.934,5993126.748,22.34,1.01,0.772,0.101
1689,Manual MBES Boulder,300253.57,5991185.169,18.21,1.434,0.718,0.165
1690,Manual MBES Boulder,298708.331,5992602.996,15.33,0.714,0.715,0.149
1691,Manual MBES Boulder,300113.259,5992247.795,17.53,0.982,0.673,0.117
1692,Manual MBES Boulder,300273.642,5992827.02,19.02,1.71,0.59,0.185
1693,Manual MBES Boulder,301904.218,5993049.442,21.53,1.687,0.595,0.253
1694,Manual MBES Boulder,302121.404,5993104.623,21.35,1.282,0.859,0.156
1695,Manual MBES Boulder,299692.825,5995422.791,19.71,0.685,1.324,0.164
1696,Manual MBES Boulder,300063.326,5992807.045,17.99,1.452,0.9,0.179
1697,Manual MBES Boulder,299771.022,5994683.338,18.33,1.039,0.937,0.159
1698,Manual MBES Boulder,300293.21,5990914.192,18.09,1.309,0.935,0.196
1699,Manual MBES Boulder,300923.154,5992922.121,21.09,1.645,0.778,0.194
1700,Manual MBES Boulder,300372.691,5990364.911,18.7,1.026,0.702,0.107
1701,Manual MBES Boulder,301636.783,5993023.406,22.42,1.035,0.801,0.17
1702,Manual MBES Boulder,300164.936,5991961.855,17.74,1.361,1.026,0.147
1703,Manual MBES Boulder,298992.161,5992616.345,16.1,1.895,0.719,0.101
1704,Manual MBES Boulder,298684.902,5992604.462,15.17,1.5,1.023,0.218
1705,Manual MBES Boulder,300172.311,5991789.397,17.29,0.843,0.715,0.195
1706,Manual MBES Boulder,300079.301,5992366.761,18.51,1.341,0.994,0.142
1707,Manual MBES Boulder,299945.491,5993513.925,18.45,1.042,0.968,0.11
1708,Manual MBES Boulder,299851.578,5994301.347,18.64,1.208,1.109,0.1
1709,Manual MBES Boulder,298931.069,5992632.02,15.85,1.645,1.092,0.145
1710,Manual MBES Boulder,299018.756,5992617.027,16.16,1.278,1.189,0.117
1711,Manual MBES Boulder,299729.184,5994951.971,18.91,1.371,0.986,0.143
1712,Manual MBES Boulder,300164.096,5991938.024,17.44,1.129,0.864,0.281
1713,Manual MBES Boulder,299688.23,5995456.858,19.81,1.556,0.862,0.177
1714,Manual MBES Boulder,299561.933,5992728.221,17.76,1.139,0.942,0.21
1715,Manual MBES Boulder,299514.567,5992721.263,17.72,1.409,1.18,0.283
1716,Manual MBES Boulder,302223.816,5993085.812,22.4,1.683,0.887,0.203
1717,Manual MBES Boulder,300029.474,5992834.308,18.75,1.616,0.878,0.156
1718,Manual MBES Boulder,300240.593,5991167.376,17.88,1.347,0.891,0.192
1719,Manual MBES Boulder,298911.359,5992615.931,15.83,1.375,1.056,0.195
1720,Manual MBES Boulder,300327.76,5990584.583,18.42,0.951,0.912,0.165
1721,Manual MBES Boulder,299973.587,5993427.357,18.51,1.259,0.624,0.093
1722,Manual MBES Boulder,300476.726,5989512.254,18.1,1.387,1.025,0.182
1723,Manual MBES Boulder,302666.304,5993146.561,23.38,1.677,0.847,0.15
1724,Manual MBES Boulder,300132.99,5992035.465,18.08,1.17,0.993,0.319
1725,Manual MBES Boulder,299876.302,5993970.933,18.89,1.136,0.895,0.147
1726,Manual MBES Boulder,299688.328,5995234.663,19.41,1.598,0.92,0.158
1727,Manual MBES Boulder,298884.282,5992595.293,16.0,1.453,0.986,0.185
1728,Manual MBES Boulder,300170.227,5992803.469,18.38,1.678,0.837,0.204
1729,Manual MBES Boulder,303341.344,5993186.909,24.94,1.417,1.165,0.31
1730,Manual MBES Boulder,299686.946,5995483.638,19.68,1.695,1.122,0.277
1731,Manual MBES Boulder,300037.436,5992929.712,18.87,1.508,1.105,0.353
1732,Manual MBES Boulder,300852.131,5992885.917,21.12,1.635,1.191,0.225
1733,Manual MBES Boulder,300182.477,5991765.907,17.47,1.292,1.269,0.199
1734,Manual MBES Boulder,299771.162,5994712.276,18.31,1.216,1.003,0.186
1735,Manual MBES Boulder,300194.835,5991743.02,17.43,1.589,1.217,0.363
1736,Manual MBES Boulder,300236.988,5991250.213,18.36,1.408,0.973,0.273
1737,Manual MBES Boulder,298898.084,5992608.19,15.75,1.354,1.244,0.45
1738,Manual MBES Boulder,302067.142,5993101.372,21.04,0.872,0.736,0.098
1739,Manual MBES Boulder,300135.592,5992767.418,18.65,0.784,0.635,0.118
1740,Manual MBES Boulder,302305.22,5993097.894,22.22,1.346,0.742,0.137
1741,Manual MBES Boulder,301654.201,5993004.572,22.39,1.012,0.768,0.127
1742,Manual MBES Boulder,300141.243,5992048.158,18.3,1.365,1.074,0.226
1743,Manual MBES Boulder,299991.064,5992785.911,19.09,1.008,0.92,0.097
1744,Manual MBES Boulder,299371.831,5992696.67,17.59,2.131,0.955,0.167
1745,Manual MBES Boulder,299866.794,5993966.744,18.93,0.635,0.681,0.112
1746,Manual MBES Boulder,301238.206,5992950.912,21.7,1.433,0.863,0.124
1747,Manual MBES Boulder,299960.821,5993168.95,18.86,1.14,0.92,0.116
1748,Manual MBES Boulder,302083.457,5993050.143,21.06,1.124,0.68,0.108
1749,Manual MBES Boulder,298713.196,5992598.698,15.41,1.675,0.702,0.12
1750,Manual MBES Boulder,300073.914,5992441.737,18.29,0.889,0.535,0.128
1751,Manual MBES Boulder,298844.75,5992625.632,15.96,2.502,0.432,0.128
1752,Manual MBES Boulder,298931.795,5992615.491,15.98,1.628,0.663,0.117
1753,Manual MBES Boulder,300127.882,5992149.786,17.87,1.108,0.775,0.14
