,Depth,Standard Deviation 0.5,Standard Deviation 1,Standard Deviation 2,Standard Deviation 3,Mean 0.5,Mean 1,Mean 2,Mean 3,Dz 0.5,Dz 1,Dz 2,dz 3,Dp 1,Dp 2,Dp 3,Linearity,Planarity,Sphericity,Omnivariance,Anisotropy,Change of Curvature,Eigenentropy,Scattering
81,19.91,0.006943650748294491,0.01333836316112977,0.01400029589225829,0.018814874225310186,19.91375,19.922954545454544,19.925401785714286,19.922349486049928,0.004999999999999005,0.019999999999999574,0.019999999999999574,0.05000000000000071,0.03389495282317512,0.02199648083478678,0.041303808902739554,0.4211417767915465,0.5787047328977599,0.00015349031069356538,0.028259580179430525,0.9998465096893064,9.720656875399688e-05,0.6580695981275143,0.00015349031069356538
82,19.76,0.008936504412303493,0.027849237313423408,0.02794693690043978,0.030024338692988543,19.75888888888889,19.745757575757576,19.749803571428572,19.74927152317881,0.015000000000004121,0.08999999999999986,0.08999999999999986,0.120000000000001,0.004983086226275191,0.0019219234527554363,0.012490479595726358,0.3677803307145457,0.6319422842732915,0.00027738501216280283,0.03428713982781603,0.9997226149878372,0.00016991455600644126,0.6690735157585956,0.00027738501216280283
83,19.675,0.016293440105642727,0.02388298192012033,0.027529174286250686,0.027404121178885226,19.68714285714286,19.703055555555554,19.705054744525548,19.69804383116883,0.004999999999999005,0.004999999999999005,0.02500000000000213,0.06500000000000128,0.015000000000000568,0.040493263979442425,0.0036834587226621807,0.4522840973022551,0.5467062552883903,0.0010096474093546047,0.05299894591862199,0.9989903525906453,0.0006519214519866249,0.6548297514569553,0.0010096474093546047
84,19.83,0.005676462121976007,0.01197726046602287,0.01522336055467412,0.015941599637674622,19.836,19.836691176470588,19.84644642857143,19.850749185667752,0.0,0.00999999999999801,0.00999999999999801,0.019999999999999574,0.019984019174444256,0.00222215881512966,0.03232755496719619,0.5628951518866515,0.43688948030485547,0.00021536780849306435,0.03164962753646268,0.9997846321915068,0.0001498398242140745,0.615722363763404,0.00021536780849306435
85,19.5,0.0074999999999999884,0.020255821273267003,0.02264183909707517,0.02621447921027195,19.508333333333333,19.514772727272728,19.518250000000002,19.51875,0.0,0.015000000000000568,0.05000000000000071,0.08999999999999986,0.005380287446314469,0.026948728132992983,0.09899916290305555,0.3683086570570137,0.6310458437807098,0.0006454991622764872,0.04542801423497923,0.9993545008377235,0.00039544482831372713,0.6706810388913397,0.0006454991622764872
86,20.11,0.0052704627669462505,0.006703261304857971,0.010287372046119715,0.011881058011544572,20.105555555555554,20.10439393939394,20.104470802919707,20.1025,0.00999999999999801,0.019999999999999574,0.03999999999999915,0.05000000000000071,0.00685648914804915,0.019996001210529357,0.007538250298239292,0.4477563238199234,0.5521623923932616,8.128378681499379e-05,0.022894381702904414,0.9999187162131851,5.236261022094719e-05,0.6514806814861174,8.128378681499379e-05
87,20.07,0.004714045207910216,0.007698564356109572,0.012516124351983791,0.016687788388057866,20.07,20.063828125,20.058014184397162,20.059867109634553,0.010000000000001563,0.019999999999999574,0.060000000000002274,0.060000000000002274,0.0,0.05219490759918699,0.006662966043222696,0.3748997154891802,0.6248954669385852,0.00020481757223456555,0.031010164604601417,0.9997951824277654,0.00012601792240242362,0.6674698583843133,0.00020481757223456555
88,20.24,0.010000000000000822,0.014319260491864709,0.021867980853891158,0.02659330829576436,20.241666666666667,20.241838235294118,20.249627659574468,20.246221498371334,0.00999999999999801,0.019999999999999574,0.029999999999997584,0.05999999999999872,0.010410364513518289,0.010767878527985887,0.004925923276459799,0.554966404596944,0.4447031888226744,0.00033040658038159597,0.03651768692440465,0.9996695934196184,0.00022859748819549063,0.6194743522382513,0.00033040658038159597
89,19.89,0.01827371257923699,0.01869750716522244,0.0195708981278659,0.01950900794133876,19.88875,19.884375,19.88297052154195,19.881260224948875,0.03500000000000014,0.054999999999999716,0.054999999999999716,0.07000000000000028,0.0,0.01999506355787162,0.02997219869575929,0.4226690501153973,0.5765705089522658,0.0007604409323368721,0.048161273033321614,0.9992395590676632,0.000481873823507275,0.6606478636600006,0.0007604409323368721
90,20.16,0.0102198064778377,0.017641814502811812,0.016859518107160718,0.019361830911129443,20.161,20.163984375000002,20.155196078431374,20.1560125,0.015000000000000568,0.030000000000001137,0.030000000000001137,0.03999999999999915,2.9103830456733704e-11,0.020221706246957183,0.017891466392029542,0.06006491070514659,0.9396423490594414,0.00029274023541193077,0.03352283174476466,0.9997072597645881,0.00015087930961324477,0.6940417213105439,0.00029274023541193077
91,19.75,0.006232117273790648,0.010419696529053946,0.015127252549711527,0.02252711732298493,19.759375000000002,19.75901515151515,19.756105072463768,19.75843442622951,0.0,0.015000000000000568,0.02499999999999858,0.030000000000001137,0.0051850005802407395,0.023480601543269586,0.008994597737910226,0.42089886167789287,0.5788189031895098,0.00028223513259734016,0.034617917265967746,0.9997177648674027,0.00017869957183352255,0.658794846340505,0.00028223513259734016
92,19.67,0.009279607271383385,0.01083650371818417,0.011039356920391636,0.013440447824901985,19.67388888888889,19.68154411764706,19.685478723404255,19.689047231270358,0.010000000000001563,0.010000000000001563,0.010000000000001563,0.010000000000001563,0.019130565226078033,0.013801473542116584,0.007776548988658761,0.5550373537012806,0.444921563900123,4.108239859643413e-05,0.01823017402152707,0.9999589176014037,2.8430652309437488e-05,0.6177514519304932,4.108239859643413e-05
93,19.88,0.015500896031448613,0.0378142296812528,0.04629473115133788,0.04816273152619068,19.860555555555557,19.827285714285715,19.78986013986014,19.80432207931404,0.05000000000000071,0.14000000000000057,0.16000000000000014,0.16000000000000014,0.01812149845500244,0.03996803835616447,0.021162467804970223,0.3045887615591066,0.6926580523170767,0.0027531861238167406,0.07312165636338268,0.9972468138761832,0.0016212718179645436,0.6878597222950943,0.0027531861238167406
94,19.74,0.007745966692415178,0.009134269207198805,0.013697801040320133,0.016841045763970785,19.741,19.740142857142857,19.74417857142857,19.746754966887416,0.00999999999999801,0.019999999999999574,0.029999999999997584,0.029999999999997584,0.004284703958546743,0.0043735105282394215,0.001025605959512177,0.06177812800193903,0.9379891229773432,0.00023274902071786064,0.0310652962675318,0.9997672509792822,0.00012006936772940112,0.6937599475492375,0.00023274902071786064
