,Depth,Standard Deviation 0.5,Standard Deviation 1,Standard Deviation 2,Standard Deviation 3,Mean 0.5,Mean 1,Mean 2,Mean 3,Dz 0.5,Dz 1,Dz 2,dz 3,Dp 1,Dp 2,Dp 3,Linearity,Planarity,Sphericity,Omnivariance,Anisotropy,Change of Curvature,Eigenentropy,Scattering
0,19.85,0.047768380565162714,0.03491652761577046,0.026111697068268384,0.03151253321154608,19.837272727272726,19.8390350877193,19.825934684684686,19.81687171398528,0.11000000000000298,0.11000000000000298,0.11000000000000298,0.1700000000000017,0.006713050155667588,0.020000000000003126,0.02454607436084189,0.09581869827719852,0.8967871152733402,0.007394186449461307,0.09855012664003707,0.9926058135505387,0.003868111144557099,0.7145522507785489,0.007394186449461307
1,19.65,0.03353436403793236,0.033627781709513485,0.034515660133579804,0.03270792968749976,19.655625,19.67527027027027,19.680797101449276,19.67348412698413,0.04999999999999716,0.04999999999999716,0.05999999999999872,0.05999999999999872,0.024509657814633105,0.017914836877025667,0.030108581413514912,0.6137660974548244,0.38411640834913424,0.0021174941960413153,0.0673583549470824,0.9978825058039587,0.001525186059531878,0.6021596597014999,0.0021174941960413153
2,19.97,0.04182213420057522,0.03581563319425151,0.030756900272852137,0.028268058540565293,20.00090909090909,20.025073529411763,20.019049295774646,20.01373003194888,0.019999999999999574,0.019999999999999574,0.054999999999999716,0.054999999999999716,0.07916605175705628,0.1313917620936991,0.05689451581565664,0.3330169533001988,0.6536485787320977,0.013334467967703488,0.12330257367083926,0.9866655320322966,0.00793568349511733,0.7140007778798498,0.013334467967703488
3,19.91,0.03342695186688624,0.04615058931302362,0.033755452340217526,0.028277065741633477,19.961111111111112,20.015075757575758,20.03155357142857,20.021477635782748,-0.004999999999999005,-0.004999999999999005,-0.004999999999999005,-0.004999999999999005,0.10534909754642285,0.05688941682456061,0.08419824258453446,0.6127370557103728,0.3853074795576653,0.0019554647319618233,0.06561172367603876,0.9980445352680383,0.001407600647430979,0.6019697536009097,0.0019554647319618233
4,20.24,0.03490207389116972,0.05171824422497608,0.037752011783511896,0.03151686734058492,20.206785714285715,20.262708333333332,20.291276978417265,20.281273734177216,0.06999999999999673,0.10999999999999943,0.10999999999999943,0.10999999999999943,0.05594949468468258,0.04761327687083394,0.0014349006669363007,0.32689403038980364,0.6592077445214833,0.013898225088713035,0.12490066920703854,0.9861017749112869,0.008238405768275843,0.7161247711911993,0.013898225088713035
5,20.18,0.055471464135475414,0.042793660143587424,0.02861697117530459,0.0264274608914702,20.3475,20.40037878787879,20.396925925925927,20.387215189873416,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,0.24477418753667735,0.28273740381700924,0.19796842995856426,0.20479637789531316,0.7765955264910721,0.018608095613614768,0.1353530011122392,0.9813919043863852,0.010259110927468791,0.7367705446140653,0.018608095613614768
6,19.82,0.03693375913852535,0.04217006514032694,0.040460579852974514,0.03517154403090883,19.888461538461538,19.922424242424242,19.94687074829932,19.93768668831169,-0.00999999999999801,-0.00999999999999801,-0.00999999999999801,-0.00999999999999801,0.17506006802432242,0.0801393325382378,0.19072283132118173,0.2791197259967799,0.7117427095132673,0.00913756448995276,0.10835458282009773,0.9908624355100473,0.005281774723150532,0.7093066228209419,0.00913756448995276
7,19.83,0.03097377923340914,0.043458922987089026,0.03851264805823539,0.03421871426503172,19.888749999999998,19.945065789473684,19.95049632352941,19.938773291925465,-0.015000000000000568,-0.015000000000000568,-0.015000000000000568,0.0,0.11000198079273105,0.1288604710571235,0.09113682026759307,0.5736194135491356,0.42222295429022644,0.004157632160638046,0.08460220785568019,0.995842367839362,0.0029063411984011816,0.628055488005172,0.004157632160638046
8,19.81,0.038242646351945714,0.03771571432023595,0.03555261241993216,0.03973272195196034,19.85875,19.887105263157896,19.900325342465752,19.88924924924925,0.014999999999997016,0.019999999999999574,0.019999999999999574,0.16000000000000014,0.07167960471997505,0.08857913871179335,0.0777100020495709,0.14521137335970102,0.8451200909579666,0.009668535682332387,0.1084394743343914,0.9903314643176677,0.005185710821206476,0.7189594948434227,0.009668535682332387
9,19.8,0.027677457734890776,0.017694002687137573,0.033680494694668876,0.03837197399651951,19.764583333333334,19.768214285714286,19.783901515151516,19.79078616352201,0.08500000000000085,0.08500000000000085,0.08500000000000085,0.08500000000000085,0.004254380241036415,0.05862627283204347,0.07346919429255651,0.26151533551258566,0.7374620832711845,0.0010225812162298594,0.052350422202693,0.9989774187837702,0.0005878568305797528,0.6863499241259544,0.0010225812162298594
10,19.46,0.11550613259332518,0.1096744464102844,0.06623169990190082,0.048518965379601195,19.53,19.650416666666665,19.720551470588234,19.72307753164557,0.13000000000000256,0.13000000000000256,0.13000000000000256,0.13000000000000256,0.13966360298218206,0.2560586135368795,0.22706892591304498,0.5038587622761799,0.40232633244030264,0.09381490528351744,0.22624235444220195,0.9061850947164826,0.05900471261180221,0.8220491998868996,0.09381490528351744
11,19.78,0.04968651728587906,0.04092288528051938,0.026905661694633324,0.029615306384303687,19.87,19.893055555555556,19.89498275862069,19.88991967871486,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.030000000000001137,0.1692116784397513,0.12505476450314745,0.10954128250887152,0.11188222934216163,0.8768498815189112,0.011267889138927187,0.11345523866302812,0.9887321108610728,0.005932386127487586,0.7236209704987459,0.011267889138927187
12,20.16,0.04042188233406012,0.04900978805704868,0.034449956816605426,0.02593125100116463,20.23375,20.303680555555555,20.312839285714286,20.311643081761005,0.010000000000001563,0.010000000000001563,0.010000000000001563,0.010000000000001563,0.1401994422194548,0.12611205790017266,0.15917764751065988,0.4016461778698169,0.5838902837626353,0.014463538367547725,0.1272992028987421,0.9855364616324523,0.00896787120587798,0.7065067212377387,0.014463538367547725
13,20.12,0.026474381147495823,0.024508157857891143,0.024292547651574792,0.024783916017764536,20.08964285714286,20.07951388888889,20.06162408759124,20.053238095238097,0.08000000000000185,0.08000000000000185,0.10999999999999943,0.13000000000000256,0.016215268144151196,0.05727605672291247,0.01343312399694696,0.19158496232584032,0.8042126058140904,0.004202431860069381,0.08293519305891321,0.9957975681399306,0.002318432835776011,0.7023122870472512,0.004202431860069381
14,20.25,0.03150276563135784,0.029781003071410937,0.02412261889466339,0.027531313730441306,20.263333333333332,20.270075757575757,20.26601724137931,20.260991935483872,0.045000000000001705,0.045000000000001705,0.045000000000001705,0.045000000000001705,0.015716374895418994,0.007314151036553086,0.021160242293262858,0.009181666430821672,0.9897472536087785,0.0010710799603998989,0.051208267852430094,0.9989289200396,0.0005377205948908438,0.6973494602665493,0.0010710799603998989
15,19.64,0.023599670430844138,0.03679393223342459,0.03542175915720819,0.03557241841334868,19.59722222222222,19.60154411764706,19.633956834532373,19.656095238095237,0.08000000000000185,0.10999999999999943,0.10999999999999943,0.10999999999999943,0.03897082677576691,0.03569144764333033,0.020532380305667175,0.5575188763931517,0.4416572032363583,0.0008239203704900719,0.049495821128475774,0.9991760796295098,0.0005708567110799957,0.6209577055669571,0.0008239203704900719
16,19.94,0.04042389032603037,0.032602548004161125,0.03266680044835374,0.04111427298707085,19.92590909090909,19.926363636363636,19.932344827586206,19.921406414300737,0.08000000000000185,0.08000000000000185,0.08500000000000085,0.120000000000001,0.058713211881695315,0.019811372389085594,0.014449731330387296,0.3096516564027472,0.6888203848578769,0.001527958739375915,0.06016695469676812,0.9984720412606242,0.000903114924693768,0.6828956022909269,0.001527958739375915
17,19.79,0.030918479602858186,0.026540382286091752,0.023970538844657104,0.02196303741830234,19.75357142857143,19.770675675675676,19.77317518248175,19.771039682539683,0.0799999999999983,0.0799999999999983,0.10499999999999687,0.10999999999999943,0.023557896609418098,0.0042484693076403355,0.0072116650408133864,0.1910945708514247,0.8078052020100661,0.0011002271385092196,0.05314308587480224,0.9988997728614908,0.000607858397948958,0.6922480186541771,0.0011002271385092196
18,20.08,0.037785946829182224,0.027974677524192623,0.0312249694205368,0.03461138238796738,20.175,20.197027027027026,20.212535714285714,20.222845911949687,-0.0400000000000027,-0.0400000000000027,-0.0400000000000027,-0.0400000000000027,0.09085846442030743,0.1387122939777328,0.1685866533953231,0.301386370856662,0.6928755846266026,0.005738044516735426,0.09320540780623421,0.9942619554832647,0.003366702192636716,0.697572773622701,0.005738044516735426
19,19.67,0.03854496446637736,0.04908395088248544,0.04366656263308474,0.042353596391152146,19.7325,19.78885135135135,19.80544642857143,19.797759615384617,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.1227055357885547,0.117064456546359,0.15156134203425609,0.17100889563036623,0.8125492159941922,0.016441888375441627,0.12944012030040755,0.9835581116245584,0.008909501694225361,0.7335613765832454,0.016441888375441627
20,19.81,0.03224505527586472,0.04306760272681294,0.02996715582746512,0.029492896244849246,19.843076923076925,19.87580882352941,19.896486486486488,19.88792174796748,0.00999999999999801,0.00999999999999801,0.00999999999999801,0.014999999999997016,0.008553160179872068,0.09161182735988406,0.0747812706104014,0.29214467946371986,0.700983548107219,0.006871772429061203,0.0988119371111789,0.9931282275709389,0.004007502101793698,0.7018446749478531,0.006871772429061203
21,20.19,0.05697404379773885,0.05697324206979039,0.041587858418020596,0.04111362270210969,20.317083333333333,20.414338235294117,20.42682481751825,20.40438888888889,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,0.24431580625241625,0.19804173329612243,0.19777306071773637,0.49325138734642204,0.4762138400088683,0.03053477264470971,0.16209706557271925,0.9694652273552903,0.019862813152556693,0.7233848909870002,0.03053477264470971
22,19.7,0.03534248023400361,0.028158439716588463,0.0248121947115136,0.022751075976219223,19.72909090909091,19.73840909090909,19.743636363636362,19.74591346153846,0.05000000000000071,0.05000000000000071,0.05000000000000071,0.05000000000000071,0.0040931052062660464,0.055896771351399366,0.1479793427861296,0.3014968981072475,0.6910414686146288,0.007461633278123758,0.10163205267449488,0.9925383667218762,0.004373849660717852,0.7024700071518276,0.007461633278123758
23,19.69,0.02611938403221295,0.030319525367959607,0.024113059343516905,0.02706363288686795,19.654,19.651617647058824,19.634370503597122,19.61626582278481,0.07499999999999929,0.11000000000000298,0.11000000000000298,0.15500000000000114,0.04421226226259023,0.0626360044698231,0.07971465316950344,0.32847930201116327,0.6682448684908958,0.003275829497940892,0.07765418137657348,0.9967241705020591,0.0019559567052940133,0.6865471688353113,0.003275829497940892
24,19.7,0.038762958662693726,0.03723681418073137,0.028122628939679865,0.027702946156980407,19.8028125,19.851554054054056,19.865660714285713,19.864802431610944,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,0.13882495067082348,0.18550272317224883,0.14131137114600278,0.2334068049075163,0.7556437285070737,0.010949466585409984,0.11433151053224122,0.9890505334145899,0.00615988961698075,0.7176704818066446,0.010949466585409984
25,19.96,0.0667083203206318,0.03689152813973461,0.02913991845183583,0.0272791983167166,20.195,20.26212121212121,20.253451492537312,20.25134126984127,-0.1750000000000007,-0.1750000000000007,-0.1750000000000007,-0.1750000000000007,0.3181049279228319,0.3133519362891093,0.3062530557217542,0.4827494292995983,0.5062899176064999,0.010960653093901833,0.11667982041305086,0.9890393469060981,0.007172210832667679,0.6795968082387905,0.010960653093901833
26,19.88,0.05858449331642993,0.04791857509956007,0.030586616882413573,0.024550253932553886,19.997857142857143,20.06985294117647,20.086241007194246,20.081166666666668,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,0.1696544242440723,0.2053178892674623,0.21533674462989438,0.4432171218232652,0.5396818572137994,0.017101020962935472,0.13466764882031962,0.9828989790370645,0.010865490759695413,0.7049107845094119,0.017101020962935472
27,19.65,0.04294699575575049,0.03862101902483835,0.028005060349380086,0.02596179221303121,19.77777777777778,19.820514705882353,19.840931034482757,19.840229430379747,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,0.15043944853096036,0.19249246205436066,0.20358646572276484,0.6139926181907366,0.3720966102187688,0.01391077159049463,0.12508722690533278,0.9860892284095053,0.00993684634827526,0.6413671609745751,0.01391077159049463
28,19.75,0.027645717829090814,0.030685294549462654,0.03730055440516216,0.036124352578207064,19.75357142857143,19.788888888888888,19.791011029411763,19.783173981191222,0.02499999999999858,0.02499999999999858,0.02499999999999858,0.030000000000001137,0.013848121925548185,0.04115636213100515,0.04370021120121237,0.09381361460633697,0.9019036171036251,0.004282768290037923,0.08225721608928688,0.9957172317099621,0.0022417364246787425,0.706299424027002,0.004282768290037923
29,20.0,0.052464273558298566,0.04163241835707196,0.03241502831099623,0.03327441775882655,20.1245,20.16777027027027,20.17975,20.169363354037266,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915,0.18529708575260884,0.17909856577171013,0.16040207312471466,0.07813217446747095,0.9014337251784433,0.02043410035408562,0.13699077389029135,0.9795658996459145,0.01052055814893863,0.7434170729698995,0.02043410035408562
30,19.6,0.059065641450846224,0.043821100234448566,0.03257879671876643,0.034717693094204936,19.7345,19.805984848484847,19.82205882352941,19.814256329113924,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,0.2178968052030541,0.24114369761082347,0.2126311510510277,0.5673505627785794,0.41963214357672934,0.013017293644691327,0.12306959221700002,0.9869827063553087,0.00900435305507276,0.6584021972906944,0.013017293644691327
31,19.8,0.027998724460741732,0.02425637748592122,0.027276556377470996,0.025638452621963626,19.82875,19.841214285714287,19.83848484848485,19.840304437564498,0.019999999999999574,0.019999999999999574,0.030000000000001137,0.030000000000001137,0.02021239069290459,0.0033053264342015613,0.033939144515898086,0.48067770862550524,0.5187219794990227,0.0006003118754721094,0.04461180818408849,0.9993996881245278,0.00039496213438006356,0.6454663637478472,0.0006003118754721094
32,19.97,0.02434865792722759,0.02409430875301717,0.02004963883538062,0.019184348351947794,19.9925,20.010416666666668,20.006470588235295,19.9972890625,0.004999999999999005,0.004999999999999005,0.03999999999999915,0.03999999999999915,0.013888309345929885,0.039427682851965073,0.04401102106203325,0.32303431896345614,0.6729136451430494,0.004052035893494436,0.08327366673791602,0.9959479641065055,0.0024104659056743754,0.6897893814312243,0.004052035893494436
33,20.08,0.021505813167605935,0.029007388221426754,0.02148715140127127,0.023047256144942466,20.058333333333334,20.055,20.060163043478262,20.05777156549521,0.05999999999999872,0.09999999999999787,0.09999999999999787,0.09999999999999787,0.05560766239068471,0.11264633273822257,0.05204932781634852,0.37035014815562634,0.6267807195482168,0.0028691322961568776,0.07460334829223438,0.9971308677038431,0.0017574878601901126,0.6788299982606533,0.0028691322961568776
34,20.3,0.04875228932353515,0.0336587537848504,0.02217880309308046,0.021123278590337212,20.30625,20.314652777777777,20.32203237410072,20.323072100313478,0.07499999999999929,0.07499999999999929,0.07499999999999929,0.07499999999999929,0.011319444078253584,0.06714373349677771,0.031991273554012885,0.4878021303109505,0.5117056969539256,0.0004921727351238322,0.041760769416706874,0.9995078272648761,0.00032536258011925357,0.6429065734685608,0.0004921727351238322
35,20.4,0.025495097567963875,0.02364880278187186,0.020996951707013108,0.0228203345541916,20.381666666666668,20.38513888888889,20.38823214285714,20.387659744408946,0.05999999999999872,0.0799999999999983,0.0799999999999983,0.0799999999999983,0.0007048731204122306,0.0075553728493105154,0.019952175542130135,0.44522632909403465,0.5530895980668353,0.0016840728391300608,0.06280895530411844,0.9983159271608699,0.0010819907227792142,0.6593315888774103,0.0016840728391300608
36,19.77,0.03170736732775446,0.036782424429074485,0.03214040628200771,0.026656096024769642,19.74625,19.759485294117646,19.776204379562042,19.779156050955415,0.06500000000000128,0.07499999999999929,0.07499999999999929,0.07499999999999929,0.002518264605896548,0.0032494792249053717,0.03602454850624781,0.6032231333426767,0.3961215028453929,0.0006553638119302877,0.04567503033213371,0.9993446361880698,0.0004689771694404233,0.6005363416809117,0.0006553638119302877
37,19.74,0.0247627632635051,0.02670024767312911,0.029366508571328234,0.030172983565729884,19.767777777777777,19.791249999999998,19.79568345323741,19.789198717948718,0.00999999999999801,0.00999999999999801,0.00999999999999801,0.04999999999999716,0.06128895259462297,0.029836823945515793,0.016620408860035244,0.36002507379330206,0.6363517492457821,0.0036231769609158956,0.08052953727468176,0.9963768230390841,0.00220441782813764,0.6830655238343947,0.0036231769609158956
38,19.71,0.032698114114833414,0.024510356500009586,0.016103873192341446,0.026702706405313675,19.6995,19.715151515151515,19.71788732394366,19.712931309904153,0.060000000000002274,0.060000000000002274,0.060000000000002274,0.10000000000000142,0.029999999999997584,0.03207146963541163,0.002265634018840501,0.5957780495439184,0.40204212948295315,0.0021798209731283625,0.06816647481143473,0.9978201790268717,0.0015499276361926016,0.6108718620258359,0.0021798209731283625
